カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Deathgaze Cockatrice,1,{2}{B}{B},Deathgaze Cockatrice,,B,,クリーチャー,コカトリス,Flying<br/>Deathtouch <i>(Any amount of damage this deals to a creature is enough to destroy it.)</i>,2,2,,,,,,,,,,,,Deathgaze Cockatrice,凶眼のコカトリス,FlyingDeathtouch <i>(Any amount of damage this deals to a creature is enough to destroy it.)</i>,飛行接死（これが何らかのダメージをクリーチャーに与えた場合、それだけで破壊される。）,"<i>""Sometimes I come across a stone finger or foot and I know I'm in cockatrice territory.""?Rulak, bog guide</i>",<i>「たまに石化した指とか足とかに出くわすと、コカトリスの縄張りに入ったなってわかるのさ。」――沼地の案内役、ルーラク</i>,Kev Walker,94,,,,,,,,,,M14,コモン,,
Demolish,1,{3}{R},Demolish,,R,,ソーサリー,,Destroy target artifact or land.,,,,,,,,,,,,,,Demolish,破砕,Destroy target artifact or land.,アーティファクト１つか土地１つを対象とし、それを破壊する。,"<i>""This is why I hate settlements. They lull you into a false sense of security.""?Yon Basrel, Oran-Rief survivalist</i>",<i>「だから定住は嫌いなんだよ。間違った安心を植えつけられちまうからな。」――オラン＝リーフの生き残り、ヨン・バスレル</i>,John Avon,136,,,,,,,,,,M14,コモン,,
Devout Invocation,1,{6}{W},Devout Invocation,,W,,ソーサリー,,Tap any number of untapped creatures you control. Put a 4/4 white Angel creature token with flying onto the battlefield for each creature tapped this way.,,,,,,,,,,,,,,Devout Invocation,敬虔な祈り,Tap any number of untapped creatures you control. Put a 4/4 white Angel creature token with flying onto the battlefield for each creature tapped this way.,あなたは、あなたがコントロールするアンタップ状態のクリーチャーを望む数タップする。これによりタップされたクリーチャー１体につき、飛行を持つ白の４/４の天使・クリーチャー・トークンを１体戦場に出す。,<i>A prayer to bring demons to their knees.</i>,<i>悪魔を屈服させるための祈り。</i>,David Palumbo,16,,,,,,,,,,M14,神話レア,,
Diabolic Tutor,1,{2}{B}{B},Diabolic Tutor,,B,,ソーサリー,,Search your library for a card and put that card into your hand. Then shuffle your library.,,,,,,,,,,,,,,Diabolic Tutor,魔性の教示者,Search your library for a card and put that card into your hand. Then shuffle your library.,あなたのライブラリーからカードを１枚探し、そのカードをあなたの手札に加える。その後あなたのライブラリーを切り直す。,<i>The wise always keep an ear open to the whispers of power.</i>,<i>賢き者は、常に力の囁きに耳を傾ける。</i>,Greg Staples,95,,,,,,,,,,M14,アンコモン,,
Dismiss into Dream,1,{6}{U},Dismiss into Dream,,U,,エンチャント,,"Each creature your opponents control is an Illusion in addition to its other types and has ""When this creature becomes the target of a spell or ability, sacrifice it.""",,,,,,,,,,,,,,Dismiss into Dream,夢への放逐,"Each creature your opponents control is an Illusion in addition to its other types and has ""When this creature becomes the target of a spell or ability, sacrifice it.""",あなたの対戦相手がコントロールする各クリーチャーは、それぞれの他のタイプに加えてイリュージョンであり、「このクリーチャーが呪文や能力の対象になったとき、これを生け贄に捧げる。」を持つ。,"<i>""You trust in the shadows of a breeze.""?Noyan Dar, Tazeem lullmage</i>",<i>「お前はそよ風の影を信じているんだな。」――タジームの凪魔道士、ノヤン・ダール</i>,Sam Wolfe Connelly,50,,,,,,,,,,M14,レア,,
Disperse,1,{1}{U},Disperse,,U,,インスタント,,Return target nonland permanent to its owner's hand.,,,,,,,,,,,,,,Disperse,分散,Return target nonland permanent to its owner's hand.,土地でないパーマネント１つを対象とし、それをオーナーの手札に戻す。,"<i>Gryffid found his way home and resumed life as best he could, constantly hiding his newfound fear of clouds.</i>",<i>グリフィドはどうにか帰宅し、雲に恐怖を抱くようになったことは隠しつつこれまで通りの生活を心がけた。</i>,Steve Ellis,51,,,,,,,,,,M14,コモン,,
Divination,1,{2}{U},Divination,,U,,ソーサリー,,Draw two cards.,,,,,,,,,,,,,,Divination,予言,Draw two cards.,カードを２枚引く。,"<i>""The key to unlocking this puzzle is within you.""?Doriel, mentor of Mistral Isle</i>",<i>「この謎を解く鍵はお前の中にある。」――北風島の導師、ドリエル</i>,Howard Lyon,52,,,,,,,,,,M14,コモン,,
Divine Favor,1,{1}{W},Divine Favor,,W,,エンチャント,オーラ,"Enchant creature<br/>When Divine Favor enters the battlefield, you gain 3 life.<br/>Enchanted creature gets +1/+3.",,,,,,,,,,,,,,Divine Favor,神聖なる好意,"Enchant creatureWhen Divine Favor enters the battlefield, you gain 3 life.Enchanted creature gets +1/+3.",エンチャント（クリーチャー）神聖なる好意が戦場に出たとき、あなたは３点のライフを得る。エンチャントされているクリーチャーは＋１/＋３の修整を受ける。,"<i>With an armory of light, even the squire may champion her people.</i>",<i>光の武装をまとえば、従者ですら勇者となる。</i>,Allen Williams,17,,,,,,,,,,M14,コモン,,
Domestication,1,{2}{U}{U},Domestication,,U,,エンチャント,オーラ,"Enchant creature<br/>You control enchanted creature.<br/>At the beginning of your end step, if enchanted creature's power is 4 or greater, sacrifice Domestication.",,,,,,,,,,,,,,Domestication,家畜化,"Enchant creatureYou control enchanted creature.At the beginning of your end step, if enchanted creature's power is 4 or greater, sacrifice Domestication.",エンチャント（クリーチャー）あなたはエンチャントされているクリーチャーをコントロールする。あなたの終了ステップの開始時に、エンチャントされているクリーチャーのパワーが４以上である場合、家畜化を生け贄に捧げる。,,,Jesper Ejsing,53,,,,,,,,,,M14,レア,,
Doom Blade,1,{1}{B},Doom Blade,,B,,インスタント,,Destroy target nonblack creature.,,,,,,,,,,,,,,Doom Blade,破滅の刃,Destroy target nonblack creature.,黒でないクリーチャー１体を対象とし、それを破壊する。,,,Chippy,96,,,,,,,,,,M14,アンコモン,,
Door of Destinies,1,{4},Door of Destinies,,Colorless,,アーティファクト,,"As Door of Destinies enters the battlefield, choose a creature type.<br/>Whenever you cast a spell of the chosen type, put a charge counter on Door of Destinies.<br/>Creatures you control of the chosen type get +1/+1 for each charge counter on Door of Destinies.",,,,,,,,,,,,,,Door of Destinies,運命の扉,"As Door of Destinies enters the battlefield, choose a creature type.Whenever you cast a spell of the chosen type, put a charge counter on Door of Destinies.Creatures you control of the chosen type get +1/+1 for each charge counter on Door of Destinies.",運命の扉が戦場に出るに際し、クリーチャー・タイプを１つ選ぶ。あなたがそのタイプの呪文を１つ唱えるたび、運命の扉の上に蓄積カウンターを１個置く。あなたがコントロールするそのタイプのクリーチャーは、運命の扉の上の蓄積カウンター１個につき＋１/＋１の修整を受ける。,,,Larry MacDougall,208,,,,,,,,,,M14,レア,,
Dragon Egg,1,{2}{R},Dragon Egg,,R,,クリーチャー,ドラゴン,"Defender <i>(This creature can't attack.)</i><br/>When Dragon Egg dies, put a 2/2 red Dragon creature token with flying onto the battlefield. It has ""{R}: This creature gets +1/+0 until end of turn.""",0,2,,,,,,,,,,,,Dragon Egg,ドラゴンの卵,"Defender <i>(This creature can't attack.)</i>When Dragon Egg dies, put a 2/2 red Dragon creature token with flying onto the battlefield. It has ""{R}: This creature gets +1/+0 until end of turn.""",防衛（このクリーチャーでは攻撃できない。）ドラゴンの卵が死亡したとき、飛行を持つ赤の２/２のドラゴン・クリーチャー・トークンを１体戦場に出す。それは「{R}：このクリーチャーはターン終了時まで＋１/＋０の修整を受ける。」を持つ。,<i>Dragon birth lairs are littered with treasure to entice the young from their eggs.</i>,<i>ドラゴンの巣穴には雛を卵から呼び出すための宝物が詰まっている。</i>,Jack Wang,137,,,,,,,,,,M14,アンコモン,,
Dragon Hatchling,1,{1}{R},Dragon Hatchling,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Dragon Hatchling gets +1/+0 until end of turn.,0,1,,,,,,,,,,,,Dragon Hatchling,ドラゴンの雛,Flying{R}: Dragon Hatchling gets +1/+0 until end of turn.,飛行{R}：ドラゴンの雛はターン終了時まで＋１/＋０の修整を受ける。,"<i>""Those dragons grow fast. For a while they feed on squirrels and goblins and then suddenly you're missing a mammoth.""?Hurdek, Mazar mammoth trainer</i>",<i>「これらのドラゴンはすぐに成長します。最初の餌はリスやゴブリンですが、そのうち、突然マンモスがいなくなると思いますよ。」――マザールのマンモス調教師、ハーデック</i>,David Palumbo,138,,,,,,,,,,M14,コモン,,
Duress,1,{B},Duress,,B,,ソーサリー,,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",,,,,,,,,,,,,,Duress,強迫,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",対戦相手１人を対象とする。そのプレイヤーは自分の手札を公開する。あなたはその中のクリーチャーでも土地でもないカードを１枚選ぶ。そのプレイヤーはそのカードを捨てる。,"<i>""It hurts more if you think about it.""?Hooks, Cabal torturer</i>",<i>「考えるとなおさら痛いぞ。」――陰謀団の拷問官、フックス</i>,Steven Belledin,97,,,,,,,,,,M14,コモン,,
Elite Arcanist,1,{3}{U},Elite Arcanist,,U,,クリーチャー,人間 ウィザード,"When Elite Arcanist enters the battlefield, you may exile an instant card from your hand.<br/>{X}, {Tap}: Copy the exiled card. You may cast the copy without paying its mana cost. X is the converted mana cost of the exiled card.",1,1,,,,,,,,,,,,Elite Arcanist,精鋭秘儀術師,"When Elite Arcanist enters the battlefield, you may exile an instant card from your hand.<br/>{X}, {Tap}: Copy the exiled card. You may cast the copy without paying its mana cost. X is the converted mana cost of the exiled card.","精鋭秘儀術師が戦場に出たとき、あなたはあなたの手札にあるインスタント・カード１枚を追放してもよい。<br/>{X}, {Tap}：その追放されたカードをコピーする。あなたはそのコピーを、そのマナ・コストを支払うことなく唱えてもよい。Ｘはその追放されたカードの点数で見たマナ・コストに等しい。",,,James Zapata,54,,,,,,,,,,M14,レア,,
Elixir of Immortality,1,{1},Elixir of Immortality,,Colorless,,アーティファクト,,"{2}, {Tap}: You gain 5 life. Shuffle Elixir of Immortality and your graveyard into their owner's library.",,,,,,,,,,,,,,Elixir of Immortality,不死の霊薬,"{2}, {Tap}: You gain 5 life. Shuffle Elixir of Immortality and your graveyard into their owner's library.","{2}, {Tap}：あなたは５点のライフを得る。不死の霊薬とあなたの墓地を、オーナーのライブラリーに加えて切り直す。","<i>""Bottled life. Not as tasty as I'm used to, rather stale, but it has the same effect.""?Baron Sengir</i>",<i>「瓶詰めの生命だ。かつてほど美味ではないし、むしろ味気ないが、効果は変わらぬ。」――センギア男爵</i>,Zoltan Boros & Gabor Szikszai,209,,,,,,,,,,M14,アンコモン,,
Elvish Mystic,1,{G},Elvish Mystic,,G,,クリーチャー,エルフ ドルイド,{Tap}: Add {G} to your mana pool.,1,1,,,,,,,,,,,,Elvish Mystic,エルフの神秘家,{Tap}: Add {G} to your mana pool.,{Tap}：あなたのマナ・プールに{G}を加える。,"<i>""Life grows everywhere. My kin merely find those places where it grows strongest.""?Nissa Revane</i>",<i>「生命はどこにでも栄える。私の一族はただそれが最も力強く育つ場所を見つけるだけよ。」――ニッサ・レヴェイン</i>,Wesley Burt,169,,,,,,,,,,M14,コモン,,
Encroaching Wastes,1,,Encroaching Wastes,,Colorless,,土地,,"{Tap}: Add {1} to your mana pool.<br/>{4}, {Tap}, Sacrifice Encroaching Wastes: Destroy target nonbasic land.",,,,,,,,,,,,,,Encroaching Wastes,浸食する荒原,"{Tap}: Add {1} to your mana pool.{4}, {Tap}, Sacrifice Encroaching Wastes: Destroy target nonbasic land.","{Tap}：あなたのマナ・プールに{1}を加える。{4}, {Tap}, 浸食する荒原を生け贄に捧げる：基本でない土地１つを対象とし、それを破壊する。","<i>Every world is a work in progress, constantly reshaped by time, disasters, and even the powerful magic of Planeswalkers.</i>",<i>どの世界も未完成品であり、時間や災害、そして場合によってはプレインズウォーカーの強力な魔法によって常に姿を変えている。</i>,Noah Bradley,227,,,,,,,,,,M14,アンコモン,,
Enlarge,1,{3}{G}{G},Enlarge,,G,,ソーサリー,,"Target creature gets +7/+7 and gains trample until end of turn. It must be blocked this turn if able. <i>(If a creature with trample would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)</i>",,,,,,,,,,,,,,Enlarge,大型化,"Target creature gets +7/+7 and gains trample until end of turn. It must be blocked this turn if able. <i>(If a creature with trample would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)</i>",クリーチャー１体を対象とする。それはターン終了時まで＋７/＋７の修整を受けるとともにトランプルを得る。このターン、それは可能ならブロックされなければならない。（トランプルを持つクリーチャーが、自身をブロックしているすべてのクリーチャーを破壊するのに十分なダメージを割り振る場合、あなたはそれの残りのダメージを防御プレイヤーやプレインズウォーカーに割り振ることができる。）,,,Michael Komarck,170,,,,,,,,,,M14,アンコモン,,
Essence Scatter,1,{1}{U},Essence Scatter,,U,,インスタント,,Counter target creature spell.,,,,,,,,,,,,,,Essence Scatter,本質の散乱,Counter target creature spell.,クリーチャー呪文１つを対象とし、それを打ち消す。,"<i>""What you attempt to pull from the ?ther, I can spread onto the wind.""?Jace Beleren</i>",<i>「お前が霊気から得ようとしているそれな、私なら風に乗せて飛ばせるんだが。」――ジェイス・ベレレン</i>,Jon Foster,55,,,,,,,,,,M14,コモン,,
Festering Newt,1,{B},Festering Newt,,B,,クリーチャー,サラマンダー,"When Festering Newt dies, target creature an opponent controls gets -1/-1 until end of turn. That creature gets -4/-4 instead if you control a creature named Bogbrew Witch.",1,1,,,,,,,,,,,,Festering Newt,ただれたイモリ,"When Festering Newt dies, target creature an opponent controls gets -1/-1 until end of turn. That creature gets -4/-4 instead if you control a creature named Bogbrew Witch.",ただれたイモリが死亡したとき、対戦相手１人がコントロールするクリーチャー１体を対象とする。それはターン終了時まで－１/－１の修整を受ける。あなたが泥沼煎じの魔女という名前のクリーチャーをコントロールしている場合、代わりにそれは－４/－４の修整を受ける。,"<i>Its back bubbles like a witch's cauldron, and it smells just as vile.</i>",<i>その背中は魔女の大釜のように煮え立ち、それとまったく同程度の悪臭を放つ。</i>,Eric Deschamps,98,,,,,,,,,,M14,コモン,,
Fiendslayer Paladin,1,{1}{W}{W},Fiendslayer Paladin,,W,,クリーチャー,人間 騎士,First strike <i>(This creature deals combat damage before creatures without first strike.)</i><br/>Lifelink <i>(Damage dealt by this creature also causes you to gain that much life.)</i><br/>Fiendslayer Paladin can't be the target of black or red spells your opponents control.,2,2,,,,,,,,,,,,Fiendslayer Paladin,鬼斬の聖騎士,First strike <i>(This creature deals combat damage before creatures without first strike.)</i><br/>Lifelink <i>(Damage dealt by this creature also causes you to gain that much life.)</i><br/>Fiendslayer Paladin can't be the target of black or red spells your opponents control.,先制攻撃（このクリーチャーは先制攻撃を持たないクリーチャーよりも先に戦闘ダメージを与える。）<br/>絆魂（このクリーチャーがダメージを与える場合、さらにあなたはその点数分のライフを得る。）<br/>鬼斬の聖騎士は、あなたの対戦相手がコントロールする黒や赤の呪文の対象にならない。,,,Wesley Burt,18,,,,,,,,,,M14,レア,,
Fireshrieker,1,{3},Fireshrieker,,Colorless,,アーティファクト,装備品,Equipped creature has double strike. <i>(It deals both first-strike and regular combat damage.)</i><br/>Equip {2} <i>({2}: Attach to target creature you control. Equip only as a sorcery.)</i>,,,,,,,,,,,,,,Fireshrieker,炎叫びの杖,Equipped creature has double strike. <i>(It deals both first-strike and regular combat damage.)</i>Equip {2} <i>({2}: Attach to target creature you control. Equip only as a sorcery.)</i>,装備しているクリーチャーは二段攻撃を持つ。（それは先制攻撃と通常の２回の戦闘ダメージを与える。）装備 {2} （{2}：あなたがコントロールするクリーチャー１体を対象とし、これをつける。装備はソーサリーとしてのみ行う。）,,,Christopher Moeller,210,,,,,,,,,,M14,アンコモン,,
Flames of the Firebrand,1,{2}{R},Flames of the Firebrand,,R,,ソーサリー,,"Flames of the Firebrand deals 3 damage divided as you choose among one, two, or three target creatures and/or players.",,,,,,,,,,,,,,Flames of the Firebrand,炬火の炎,"Flames of the Firebrand deals 3 damage divided as you choose among one, two, or three target creatures and/or players.",クリーチャーやプレイヤーを、１つまたは望む組み合わせで２つか３つ対象とする。炬火の炎はそれらに、３点のダメージをあなたの好きなように分割して与える。,"<i>""You're in luck. I brought enough to share.""?Chandra Nalaar</i>",<i>「あんたは幸せよ。私のものを分けてあげる。」――チャンドラ・ナラー</i>,Steve Argyle,139,,,,,,,,,,M14,アンコモン,,
Fleshpulper Giant,1,{5}{R}{R},Fleshpulper Giant,,R,,クリーチャー,巨人,"When Fleshpulper Giant enters the battlefield, you may destroy target creature with toughness 2 or less.",4,4,,,,,,,,,,,,Fleshpulper Giant,肉潰しの巨人,"When Fleshpulper Giant enters the battlefield, you may destroy target creature with toughness 2 or less.",肉潰しの巨人が戦場に出たとき、タフネスが２以下のクリーチャー１体を対象とする。あなたはそれを破壊してもよい。,<i>He doesn't hate small folk. He just likes the squishing sound they make.</i>,<i>小さい生物が嫌いなわけではない。ただそれらが潰れるときに出す音が好きなだけだ。</i>,Alex Horley-Orlandelli,140,,,,,,,,,,M14,アンコモン,,
Fog,1,{G},Fog,,G,,インスタント,,Prevent all combat damage that would be dealt this turn.,,,,,,,,,,,,,,Fog,濃霧,Prevent all combat damage that would be dealt this turn.,このターンに与えられるすべての戦闘ダメージを軽減する。,"<i>""I fear no army or beast, but only the morning fog. Our assault can survive everything else.""?Lord Hilneth</i>",<i>「軍隊も獣も恐れはせぬが、朝の霧は別だ。それ以外なら、我が攻撃を止められるものは無い。」――ヒルネス卿</i>,Jaime Jones,171,,,,,,,,,,M14,コモン,,
Fortify,1,{2}{W},Fortify,,W,,インスタント,,Choose one ? Creatures you control get +2/+0 until end of turn; or creatures you control get +0/+2 until end of turn.,,,,,,,,,,,,,,Fortify,補強,Choose one ? Creatures you control get +2/+0 until end of turn; or creatures you control get +0/+2 until end of turn.,以下の２つから１つを選ぶ。「あなたがコントロールするクリーチャーは、ターン終了時まで＋２/＋０の修整を受ける。」「あなたがコントロールするクリーチャーは、ターン終了時まで＋０/＋２の修整を受ける。」,"<i>""Where metal is tainted and wood is scarce, we are best armed by faith.""?Tavalus, acolyte of Korlis</i>",<i>「金属が汚れ森林も稀なような場所では、信仰で身を固めるのが一番でしょう。」――コーリスの見習い僧、タヴァラス</i>,Christopher Moeller,19,,,,,,,,,,M14,コモン,,
Frost Breath,1,{2}{U},Frost Breath,,U,,インスタント,,Tap up to two target creatures. Those creatures don't untap during their controller's next untap step.,,,,,,,,,,,,,,Frost Breath,霜のブレス,Tap up to two target creatures. Those creatures don't untap during their controller's next untap step.,クリーチャーを最大２体まで対象とし、それらをタップする。それらのクリーチャーは、それらのコントローラーの次のアンタップ・ステップにアンタップしない。,"<i>""I'll make ice chimes of your bones.""</i>",<i>「お前の骨で氷のチャイムを作ってやるよ。」</i>,Mike Bierek,56,,,,,,,,,,M14,コモン,,
Galerider Sliver,1,{U},Galerider Sliver,,U,,クリーチャー,スリヴァー,Sliver creatures you control have flying.,1,1,,,,,,,,,,,,Galerider Sliver,風乗りスリヴァー,Sliver creatures you control have flying.,あなたがコントロールするスリヴァー・クリーチャーは飛行を持つ。,"<i>Masters of adaptation, galeriders serve multiple purposes useful to the hive. When they're not patrolling their territories, their majestic wings serve to circulate cool air through the vast hive chambers.</i>",<i>順応の達人たる風乗り達は、巣の利益となる役割をいくつも果たしている。たとえば縄張りを巡回していないときは、その立派な翼をはためかせ、無数に連なる巣の房室に冷風を送っている。</i>,James Zapata,57,,,,,,,,,,M14,レア,,
"Garruk, Caller of Beasts",1,{4}{G}{G},"Garruk, Caller of Beasts",,G,,プレインズウォーカー,ガラク,+1: Reveal the top five cards of your library. Put all creature cards revealed this way into your hand and the rest on the bottom of your library in any order.<br/>-3: You may put a green creature card from your hand onto the battlefield.<br/>-7: You get ,,,4,,,,,,,,,,,"Garruk, Caller of Beasts",獣の統率者、ガラク,+1: Reveal the top five cards of your library. Put all creature cards revealed this way into your hand and the rest on the bottom of your library in any order.-3: You may put a green creature card from your hand onto the battlefield.-7: You get an emblem ,＋１：あなたのライブラリーの一番上から５枚のカードを公開する。これにより公開されたすべてのクリーチャー・カードをあなたの手札に加え、残りをあなたのライブラリーの一番下に望む順番で置く。－３：あなたは、あなたの手札にある緑のクリーチャー・カードを１枚戦場に出してもよい。－７：あなたは「あなたがクリーチャー呪文を１つ唱えるたび、あなたのライブラリーからクリーチャー・カードを１枚探してもよい。そうしたなら、それを戦場に出し、その後あなたのライブラリーを切り直す。」を持つ紋章を得る。,,,Karl Kopinski,172,,,,,,,,,,M14,神話レア,,
Garruk's Horde,1,{5}{G}{G},Garruk's Horde,,G,,クリーチャー,ビースト,Trample<br/>Play with the top card of your library revealed.<br/>You may cast the top card of your library if it's a creature card. <i>(Do this only any time you could cast that creature card. You still pay the spell's costs.)</i>,7,7,,,,,,,,,,,,Garruk's Horde,ガラクの大軍,Trample Play with the top card of your library revealed.You may cast the top card of your library if it's a creature card. <i>(Do this only any time you could cast that creature card. You still pay the spell's costs.)</i>,トランプル あなたのライブラリーの一番上のカードを公開したままプレイする。あなたのライブラリーの一番上のカードがクリーチャー・カードである場合、あなたはそれを唱えてもよい。（これはあなたがそのクリーチャー・カードを唱えることができるときにのみ行なえる。その呪文のコストは支払う必要がある。）,,,Steve Prescott,173,,,,,,,,,,M14,レア,,
Giant Growth,1,{G},Giant Growth,,G,,インスタント,,Target creature gets +3/+3 until end of turn.,,,,,,,,,,,,,,Giant Growth,巨大化,Target creature gets +3/+3 until end of turn.,クリーチャー１体を対象とする。それはターン終了時まで＋３/＋３の修整を受ける。,,,Matt Cavotta,174,,,,,,,,,,M14,コモン,,
Giant Spider,1,{3}{G},Giant Spider,,G,,クリーチャー,蜘蛛,Reach <i>(This creature can block creatures with flying.)</i>,2,4,,,,,,,,,,,,Giant Spider,大蜘蛛,Reach <i>(This creature can block creatures with flying.)</i>,到達（このクリーチャーでは飛行を持つクリーチャーをブロックできる。）,"<i>""It has a quickness about it that seems unnatural for its large size, yet its hunger is about right.""?Endril, Kalonian naturalist</i>",<i>「あれの素早さは、体の大きさからするとあり得ないほどです。食欲は同程度ですけど。」――カロニアの自然主義者、エンドリル</i>,Randy Gallegos,175,,,,,,,,,,M14,コモン,,
Gladecover Scout,1,{G},Gladecover Scout,,G,,クリーチャー,エルフ スカウト,Hexproof <i>(This creature can't be the target of spells or abilities your opponents control.)</i>,1,1,,,,,,,,,,,,Gladecover Scout,林間隠れの斥候,Hexproof <i>(This creature can't be the target of spells or abilities your opponents control.)</i>,呪禁（このクリーチャーは、あなたの対戦相手がコントロールする呪文や能力の対象にならない。）,"<i>""The forest is my cover and I hold it close. In such a tight embrace, there is no room for wickedness.""</i>",<i>「森は私の隠れ家だから、いつでも近くにいるの。これだけきっちり覆われていれば、いたずら者が入り込む余地はないわ。」</i>,Allen Williams,176,,,,,,,,,,M14,コモン,,
Glimpse the Future,1,{2}{U},Glimpse the Future,,U,,ソーサリー,,Look at the top three cards of your library. Put one of them into your hand and the rest into your graveyard.,,,,,,,,,,,,,,Glimpse the Future,垣間見る未来,Look at the top three cards of your library. Put one of them into your hand and the rest into your graveyard.,あなたのライブラリーの一番上から３枚のカードを見る。そのうち１枚をあなたの手札に加え、残りをあなたの墓地に置く。,"<i>""No simple coin toss can solve this riddle. You must think and choose wisely.""?Shai Fusan, archmage</i>",<i>「単なるコイン投げではこの難問は解けない。慎重に考え、そして選ばねばならないのだ。」――大魔導師シャイ・フサン</i>,Andrew Robinson,58,,,,,,,,,,M14,アンコモン,,
Gnawing Zombie,1,{1}{B},Gnawing Zombie,,B,,クリーチャー,ゾンビ,"{1}{B}, Sacrifice a creature: Target player loses 1 life and you gain 1 life.",1,3,,,,,,,,,,,,Gnawing Zombie,かじりつくゾンビ,"{1}{B}, Sacrifice a creature: Target player loses 1 life and you gain 1 life.","{1}{B}, クリーチャーを１体生け贄に捧げる：プレイヤー１人を対象とする。そのプレイヤーは１点のライフを失い、あなたは１点のライフを得る。",<i>On still nights you can hear its rotted teeth grinding tirelessly on scavenged bones.</i>,<i>静かな夜には、腐りかけたそいつの歯が骨にゴリゴリとかじりつく音が聴こえてくる。</i>,Greg Staples,99,,,,,,,,,,M14,アンコモン,,
Goblin Diplomats,1,{1}{R},Goblin Diplomats,,R,,クリーチャー,ゴブリン,{Tap}: Each creature attacks this turn if able.,2,1,,,,,,,,,,,,Goblin Diplomats,ゴブリンの外交官,{Tap}: Each creature attacks this turn if able.,{Tap}：このターン、各クリーチャーは可能なら攻撃する。,<i>When you need to convey that special kind of message.</i>,<i>ある種の特別なメッセージを伝える必要があるときに。</i>,Izzy,141,,,,,,,,,,M14,レア,,
Goblin Shortcutter,1,{1}{R},Goblin Shortcutter,,R,,クリーチャー,ゴブリン スカウト,"When Goblin Shortcutter enters the battlefield, target creature can't block this turn.",2,1,,,,,,,,,,,,Goblin Shortcutter,ゴブリンの近道抜け,"When Goblin Shortcutter enters the battlefield, target creature can't block this turn.",ゴブリンの近道抜けが戦場に出たとき、クリーチャー１体を対象とする。このターン、それではブロックできない。,"<i>""I'm not running away! I'm figuring out the best routes.""</i>",<i>「逃げてるわけじゃねえよ！一番いい道を探してるんだ。」</i>,Jesper Ejsing,142,,,,,,,,,,M14,コモン,,
Griffin Sentinel,1,{2}{W},Griffin Sentinel,,W,,クリーチャー,グリフィン,Flying<br/>Vigilance <i>(Attacking doesn't cause this creature to tap.)</i>,1,3,,,,,,,,,,,,Griffin Sentinel,グリフィンの歩哨,FlyingVigilance <i>(Attacking doesn't cause this creature to tap.)</i>,飛行警戒（このクリーチャーは攻撃してもタップしない。）,"<i>Once a griffin sentinel adopts a territory as its own, only death can force it to betray its post.</i>",<i>一度持ち場に着いたグリフィンの歩哨をそこから引き離すことができるのは死だけだ。</i>,Warren Mahy,20,,,,,,,,,,M14,コモン,,
Grim Return,1,{2}{B},Grim Return,,B,,インスタント,,Choose target creature card in a graveyard that was put there from the battlefield this turn. Put that card onto the battlefield under your control.,,,,,,,,,,,,,,Grim Return,不気味な帰還,Choose target creature card in a graveyard that was put there from the battlefield this turn. Put that card onto the battlefield under your control.,このターンに戦場からいずれかの墓地に置かれた、いずれかの墓地にあるクリーチャー・カード１枚を対象とする。そのカードをあなたのコントロール下で戦場に出す。,"<i>The necromancer's touch strips away memory and loyalty, and only strength and malice remain.</i>",<i>屍術師が触れるだけで記憶と絆は消え去り、力と悪意のみが後に残る。</i>,Seb McKinnon,100,,,,,,,,,,M14,レア,,
