カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Dragon-Style Twins,1,{3}{R}{R},Dragon-Style Twins,,R,,クリーチャー,人間 モンク,"Double strike<br/>Prowess <i>(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)</i>",3,3,,,,,,,,,,,,Dragon-Style Twins,龍流派の双子,"Double strike<br/>Prowess <i>(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)</i>",二段攻撃<br/>果敢（あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、このクリーチャーは＋１/＋１の修整を受ける。）,"<i>""We are the flicker of the flame and its heat, the two sides of a single blade.""</i>",<i>「我らは炎の揺らめきとその熱、また１つの刃の両側の刃である。」</i>,Wesley Burt,108,,,,,,,,,,KTK,レア,,
Dragon's Eye Savants,1,{1}{U},Dragon's Eye Savants,,U,,クリーチャー,人間 ウィザード,"Morph?Reveal a blue card in your hand. <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Dragon's Eye Savants is turned face up, look at target opponent's hand.",0,6,,,,,,,,,,,,Dragon's Eye Savants,龍の眼の学者,"Morph?Reveal a blue card in your hand. <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Dragon's Eye Savants is turned face up, look at target opponent's hand.",変異 ― あなたの手札にある青のカードを１枚公開する。（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）<br/>龍の眼の学者が表向きになったとき、対戦相手１人を対象とし、そのプレイヤーの手札を見る。,,,Jason Rainville,38,,,,,,,,,,KTK,アンコモン,,
Dragonscale Boon,1,{3}{G},Dragonscale Boon,,G,,インスタント,,Put two +1/+1 counters on target creature and untap it.,,,,,,,,,,,,,,Dragonscale Boon,龍鱗の加護,Put two +1/+1 counters on target creature and untap it.,クリーチャー１体を対象とする。それの上に＋１/＋１カウンターを２個置き、それをアンタップする。,"<i>""When we were lost and weary, the ainok showed us how to survive. They have earned the right to call themselves Abzan, and to wear the Scale."" <br/></i><br/></i>?Anafenza, khan of the Abzan</i>",<i>「我々が道に迷って疲れ果てたとき、生き延びる術を教えてくれたのがアイノクたちだった。彼らは、自らをアブザンと名乗るとともに鱗を身に纏うに相応しい資格を得たのだ。」 <br/></i><br/></i>――アブザンのカン、アナフェンザ</i>,Mark Winters,131,,,,,,,,,,KTK,コモン,,
Duneblast,1,{4}{W}{B}{G},Duneblast,,BGW,,ソーサリー,,Choose up to one creature. Destroy the rest.,,,,,,,,,,,,,,Duneblast,砂塵破,Choose up to one creature. Destroy the rest.,クリーチャーを最大１体まで選ぶ。残りを破壊する。,"<i>The Abzan turn to this spell only as a last resort, for its inevitable result is what they most dread: to be alone.</i>",<i>アブザンはこの呪文を最終手段としてしか使うことがない。なぜなら、それがもたらす不可避な結果は、彼らが最も恐れていること――孤独になること――に他ならないからである。</i>,Ryan Alexander Lee,174,,,,,,,,,,KTK,レア,,
Dutiful Return,1,{3}{B},Dutiful Return,,B,,ソーサリー,,Return up to two target creature cards from your graveyard to your hand.,,,,,,,,,,,,,,Dutiful Return,従順な復活,Return up to two target creature cards from your graveyard to your hand.,あなたの墓地にあるクリーチャー・カードを最大２枚まで対象とし、それらをあなたの手札に戻す。,"<i>""We have a word for enemies too mutilated for military service: furniture."" <br/></i><br/></i>?Taigam, Sidisi's Hand</i>",<i>「我々には損傷が激しすぎて兵役に使えない敵の利用方法がある。そう、家具だ。」 <br/></i><br/></i>――シディシの手、テイガム</i>,Seb McKinnon,71,,,,,,,,,,KTK,コモン,,
Efreet Weaponmaster,1,{3}{U}{R}{W},Efreet Weaponmaster,,RWU,,クリーチャー,イフリート モンク,"First strike<br/>When Efreet Weaponmaster enters the battlefield or is turned face up, another target creature you control gets +3/+0 until end of turn.<br/>Morph {2}{U}{R}{W} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i>",4,3,,,,,,,,,,,,Efreet Weaponmaster,イフリートの武器熟練者,"First strike<br/>When Efreet Weaponmaster enters the battlefield or is turned face up, another target creature you control gets +3/+0 until end of turn.<br/>Morph {2}{U}{R}{W} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i>",先制攻撃<br/>イフリートの武器熟練者が戦場に出たか表向きになったとき、あなたがコントロールする他のクリーチャー１体を対象とする。ターン終了時まで、それは＋３/＋０の修整を受ける。<br/>変異{2}{U}{R}{W}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）,,,Ryan Alexander Lee,175,,,,,,,,,,KTK,コモン,,
Embodiment of Spring,1,{U},Embodiment of Spring,,U,,クリーチャー,エレメンタル,"{1}{G}, {Tap}, Sacrifice Embodiment of Spring: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.",0,3,,,,,,,,,,,,Embodiment of Spring,春の具象化,"{1}{G}, {Tap}, Sacrifice Embodiment of Spring: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.","{1}{G}, {Tap}, 春の具象化を生け贄に捧げる：あなたのライブラリーから基本土地・カードを１枚探してそれをタップ状態で戦場に出し、その後、あなたのライブラリーを切り直す。",<i>Arel dreamed of winter's end. The next morning she followed a strange trail and found a seedling in the snow.</i>,<i>アレルは夢で冬の終わりを見た。明くる朝、彼女は不思議な跡をたどっていくと、雪の中に芽吹いた１つの萌芽を見つけた。</i>,Wayne Reynolds,39,,,,,,,,,,KTK,コモン,,
Empty the Pits,1,{X}{X}{B}{B}{B}{B},Empty the Pits,,B,,インスタント,,Delve <i>(Each card you exile from your graveyard while casting this spell pays for {1}.)</i><br/>Put X 2/2 black Zombie creature tokens onto the battlefield tapped.,,,,,,,,,,,,,,Empty the Pits,奈落の総ざらい,Delve <i>(Each card you exile from your graveyard while casting this spell pays for {1}.)</i><br/>Put X 2/2 black Zombie creature tokens onto the battlefield tapped.,探査（この呪文を唱える段階であなたがあなたの墓地から追放した各カードは、{1}を支払う。）ｆ<br/>黒の２/２のゾンビ・クリーチャー・トークンをＸ体、タップ状態で戦場に出す。,<i>The Sultai would rebuild the empire on the backs of the dead.</i>,<i>スゥルタイは死者の背中の上に帝国を再興しようとしている。</i>,Ryan Alexander Lee,72,,,,,,,,,,KTK,神話レア,,
End Hostilities,1,{3}{W}{W},End Hostilities,,W,,ソーサリー,,Destroy all creatures and all permanents attached to creatures.,,,,,,,,,,,,,,End Hostilities,対立の終結,Destroy all creatures and all permanents attached to creatures.,すべてのクリーチャーと、クリーチャーにつけられているすべてのパーマネントを破壊する。,<i>Her palm flared like the eye of a waking dragon. Then all was calm.</i>,<i>彼女の掌は目覚めた龍の目のごとく輝きだした。その後には静寂だけが残った。</i>,Jason Rainville,8,,,,,,,,,,KTK,レア,,
Erase,1,{W},Erase,,W,,インスタント,,Exile target enchantment.,,,,,,,,,,,,,,Erase,消去,Exile target enchantment.,エンチャント１つを対象とし、それを追放する。,"<i>""Truth is hard enough to see, let alone understand. We must remove all distractions to find clarity."" <br/></i><br/></i>?Zogye, wandering sage</i>",<i>「真理とは理解はおろか、それを見ることさえ困難を極めるもの。清澄を見いだすには、すべての雑念を取り除かねばならない。」 <br/></i><br/></i>――放浪の賢者、ゾギャイ</i>,Zack Stella,9,,,,,,,,,,KTK,コモン,,
Feat of Resistance,1,{1}{W},Feat of Resistance,,W,,インスタント,,Put a +1/+1 counter on target creature you control. It gains protection from the color of your choice until end of turn.,,,,,,,,,,,,,,Feat of Resistance,抵抗の妙技,Put a +1/+1 counter on target creature you control. It gains protection from the color of your choice until end of turn.,あなたがコントロールするクリーチャー１体を対象とし、それの上に＋１/＋１カウンターを１個置く。ターン終了時まで、それはプロテクション（あなたが選んだ色１色）を得る。,"<i>Dragons are extinct on Tarkir, but Abzan magic still emulates their endurance.</i>",<i>タルキールでは龍は絶滅してしまったが、アブザンの魔法は今もなおそれらの耐久力を模倣している。</i>,David Gaillet,10,,,,,,,,,,KTK,コモン,,
Feed the Clan,1,{1}{G},Feed the Clan,,G,,インスタント,,You gain 5 life.<br/>Ferocious ? You gain 10 life instead if you control a creature with power 4 or greater.,,,,,,,,,,,,,,Feed the Clan,部族養い,You gain 5 life.<br/>Ferocious ? You gain 10 life instead if you control a creature with power 4 or greater.,あなたは５点のライフを得る。<br/>獰猛 ― あなたがパワーが４以上のクリーチャーをコントロールしているなら、代わりにあなたは10点のライフを得る。,"<i>The Temur believe three things only are needed in life: a hot fire, a full belly, and a strong companion.</i>",<i>ティムールの者たちは人生に本当に必要なものは次の３つであると考えている――熱い火、満たされた腹、そして強い仲間。</i>,Winona Nelson,132,,,,,,,,,,KTK,コモン,,
Firehoof Cavalry,1,{W},Firehoof Cavalry,,W,,クリーチャー,人間 狂戦士,{3}{R}: Firehoof Cavalry gets +2/+0 and gains trample until end of turn.,1,1,,,,,,,,,,,,Firehoof Cavalry,炎蹄の騎兵,{3}{R}: Firehoof Cavalry gets +2/+0 and gains trample until end of turn.,{3}{R}：ターン終了時まで、炎蹄の騎兵は＋２/＋０の修整を受けるとともにトランプルを得る。,"<i>""What warrior worth the name fears to leave a trail? If my enemies seek me, let them follow the ashes in my wake.""</i>",<i>「その名に値する戦士は、足跡を残すことを恐れない。敵が私を探しているのなら、私が通った後の灰の跡をたどって来るがいい。」</i>,YW Tang,11,,,,,,,,,,KTK,コモン,,
Flooded Strand,1,,Flooded Strand,,Colorless,,土地,,"{Tap}, Pay 1 life, Sacrifice Flooded Strand: Search your library for a Plains or Island card and put it onto the battlefield. Then shuffle your library.",,,,,,,,,,,,,,Flooded Strand,溢れかえる岸辺,"{Tap}, Pay 1 life, Sacrifice Flooded Strand: Search your library for a Plains or Island card and put it onto the battlefield. Then shuffle your library.","{Tap}, ライフを１点支払う, 溢れかえる岸辺を生け贄に捧げる：あなたのライブラリーから平地・カードか島・カードを１枚探し、それを戦場に出す。その後あなたのライブラリーを切り直す。","<i>Where dragons once slept, their bones now rest.</i>",<i>かつて龍たちが眠りについた場所には、今では彼らの骨が眠っている。</i>,Andreas Rocha,233,,,,,,,,,,KTK,レア,,
Flying Crane Technique,1,{3}{U}{R}{W},Flying Crane Technique,,RWU,,インスタント,,Untap all creatures you control. They gain flying and double strike until end of turn.,,,,,,,,,,,,,,Flying Crane Technique,飛鶴の技,Untap all creatures you control. They gain flying and double strike until end of turn.,あなたがコントロールするすべてのクリーチャーをアンタップする。ターン終了時まで、それらは飛行と二段攻撃を得る。,"<i>There are many Jeskai styles: Riverwalk imitates flowing water, Dragonfist the ancient hellkites, and Flying Crane the wild aven of the high peaks.</i>",<i>ジェスカイには様々な型が存在する。「川歩」は流れる水を模写し、「龍拳」は太古のヘルカイトを、そして「飛鶴」は高山の頂にいる野生のエイヴンを模写している。</i>,Jack Wang,176,,,,,,,,,,KTK,レア,,
Force Away,1,{1}{U},Force Away,,U,,インスタント,,"Return target creature to its owner's hand.<br/>Ferocious ? If you control a creature with power 4 or greater, you may draw a card. If you do, discard a card.",,,,,,,,,,,,,,Force Away,引き剥がし,"Return target creature to its owner's hand.<br/>Ferocious ? If you control a creature with power 4 or greater, you may draw a card. If you do, discard a card.",クリーチャー１体を対象とし、それをオーナーの手札に戻す。<br/>獰猛 ― あなたがパワーが４以上のクリーチャーをコントロールしているなら、あなたはカードを１枚引いてもよい。そうしたなら、カードを１枚捨てる。,"<i>Where an enemy once rode, not even a whisper remains.</i>",<i>敵がかつて騎乗していたが、今ではその囁きすら残されていない。</i>,Mark Winters,40,,,,,,,,,,KTK,コモン,,
Frontier Bivouac,1,,Frontier Bivouac,,Colorless,,土地,,"Frontier Bivouac enters the battlefield tapped.<br/>{Tap}: Add {G}, {U}, or {R} to your mana pool.",,,,,,,,,,,,,,Frontier Bivouac,開拓地の野営地,"Frontier Bivouac enters the battlefield tapped.<br/>{Tap}: Add {G}, {U}, or {R} to your mana pool.",開拓地の野営地はタップ状態で戦場に出る。<br/>{Tap}：あなたのマナ・プールに{G}か{U}か{R}を加える。,"<i>""The most powerful dreams visit those who shelter in a dragon's skull."" <br/></i><br/></i>?Chianul, Who Whispers Twice</i>",<i>「龍の髑髏の中を住処とする者には、最も鮮明な夢が訪れるだろう。」 <br/></i><br/></i>――二度囁く者、チアヌル</i>,Titus Lunter,234,,,,,,,,,,KTK,アンコモン,,
Ghostfire Blade,1,{1},Ghostfire Blade,,Colorless,,アーティファクト,装備品,Equipped creature gets +2/+2.<br/>Equip {3}<br/>Ghostfire Blade's equip ability costs {2} less to activate if it targets a colorless creature.,,,,,,,,,,,,,,Ghostfire Blade,幽霊火の刃,Equipped creature gets +2/+2.<br/>Equip {3}<br/>Ghostfire Blade's equip ability costs {2} less to activate if it targets a colorless creature.,装備しているクリーチャーは＋２/＋２の修整を受ける。<br/>装備{3}<br/>これが無色のクリーチャーを対象としたなら、幽霊火の刃の装備能力を起動するためのコストは{2}少なくなる。,"<i>If you fear the dragon's fire, you are unworthy to wield it.</i>",<i>龍の炎を恐れるのであれば、あなたにそれを振るう資格はありません。</i>,Cyril Van Der Haegen,220,,,,,,,,,,KTK,レア,,
Glacial Stalker,1,{5}{U},Glacial Stalker,,U,,クリーチャー,エレメンタル,Morph {4}{U} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i>,4,5,,,,,,,,,,,,Glacial Stalker,氷河の忍び寄り,Morph {4}{U} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i>,変異{4}{U}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）,"<i>""Have you spent a winter high in the mountains, where the ice walks and speaks to the wind? It is not a place for those who have not learned respect."" <br/></i><br/></i>?Ulnok, Temur shaman</i>",<i>「お前は、氷が歩いて風と会話する山の頂で冬を過ごしたことがあるか？あの地は礼儀を知らぬ者が足を踏み入れるべき場所ではない。」 <br/></i><br/></i>――ティムールのシャーマン、ウルナック</i>,Daarken,41,,,,,,,,,,KTK,コモン,,
Goblinslide,1,{2}{R},Goblinslide,,R,,エンチャント,,"Whenever you cast a noncreature spell, you may pay {1}. If you do, put a 1/1 red Goblin creature token with haste onto the battlefield.",,,,,,,,,,,,,,Goblinslide,ゴブリンすべり,"Whenever you cast a noncreature spell, you may pay {1}. If you do, put a 1/1 red Goblin creature token with haste onto the battlefield.",あなたがクリーチャーでない呪文を１つ唱えるたび、あなたは{1}を支払ってもよい。そうしたなら、速攻を持つ赤の１/１のゴブリン・クリーチャー・トークンを１体戦場に出す。,"<i>Goblins, like snowflakes, are only dangerous in numbers.</i>",<i>ゴブリンは雪片と同じく、数が多いときのみ恐ろしい。</i>,Kev Walker,109,,,,,,,,,,KTK,アンコモン,,
Grim Haruspex,1,{2}{B},Grim Haruspex,,B,,クリーチャー,人間 ウィザード,"Morph {B} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>Whenever another nontoken creature you control dies, draw a card.",3,2,,,,,,,,,,,,Grim Haruspex,不気味な腸卜師,"Morph {B} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>Whenever another nontoken creature you control dies, draw a card.",変異{B}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）<br/>あなたがコントロールする他のトークンでないクリーチャーが１体死亡するたび、カードを１枚引く。,"<i>""We all want to know what's going on in someone else's head. I simply open it up and look.""</i>",<i>「誰もが他人が頭の中で何を考えているのか知りたいって思うでしょう。私はそれを実際にこじ開けて見るだけ。」</i>,Seb McKinnon,73,,,,,,,,,,KTK,レア,,
Gurmag Swiftwing,1,{1}{B},Gurmag Swiftwing,,B,,クリーチャー,コウモリ,"Flying, first strike, haste",1,2,,,,,,,,,,,,Gurmag Swiftwing,グルマグの速翼,"Flying, first strike, haste",飛行、先制攻撃、速攻,"<i>""Anything a falcon can do, a bat can do in pitch darkness."" <br/></i><br/></i>?Urdnan the Wanderer</i>",<i>「蝙蝠は隼ができることをすべて真っ暗闇の中でできるのです。」 <br/></i><br/></i>――放浪者ウルドナン</i>,Jeff Simpson,74,,,,,,,,,,KTK,アンコモン,,
Hardened Scales,1,{G},Hardened Scales,,G,,エンチャント,,"If one or more +1/+1 counters would be placed on a creature you control, that many plus one +1/+1 counters are placed on it instead.",,,,,,,,,,,,,,Hardened Scales,硬化した鱗,"If one or more +1/+1 counters would be placed on a creature you control, that many plus one +1/+1 counters are placed on it instead.",あなたがコントロールするクリーチャーの上に＋１/＋１カウンターが１個以上置かれるなら、代わりにその数に１を足した数の＋１/＋１カウンターをそれの上に置く。,"<i>""Naga shed their scales. We wear ours with pride."" <br/></i><br/></i>?Golran, dragonscale captain</i>",<i>「ナーガは鱗を脱ぎ捨てる。我々は鱗を誇りを持って身に付けている。」 <br/></i><br/></i>――龍鱗隊隊長、ゴルラン</i>,Mark Winters,133,,,,,,,,,,KTK,レア,,
Heart-Piercer Bow,1,{2},Heart-Piercer Bow,,Colorless,,アーティファクト,装備品,"Whenever equipped creature attacks, Heart-Piercer Bow deals 1 damage to target creature defending player controls.<br/>Equip {1}",,,,,,,,,,,,,,Heart-Piercer Bow,心臓貫きの弓,"Whenever equipped creature attacks, Heart-Piercer Bow deals 1 damage to target creature defending player controls.<br/>Equip {1}",装備しているクリーチャーが攻撃するたび、防御プレイヤーがコントロールするクリーチャー１体を対象とする。心臓貫きの弓はそれに１点のダメージを与える。<br/>装備{1},"<i>Designed by an ancient artificer, the finest Mardu bows are carved from dragon bone and strung with the wind itself.</i>",<i>太古の工匠によってデザインされた最高のマルドゥの弓は竜骨から切り出され、風そのものを弦としている。</i>,Franz Vohwinkel,221,,,,,,,,,,KTK,アンコモン,,
Heir of the Wilds,1,{1}{G},Heir of the Wilds,,G,,クリーチャー,人間 戦士,"Deathtouch<br/>Ferocious ? Whenever Heir of the Wilds attacks, if you control a creature with power 4 or greater, Heir of the Wilds gets +1/+1 until end of turn.",2,2,,,,,,,,,,,,Heir of the Wilds,荒野の後継者,"Deathtouch<br/>Ferocious ? Whenever Heir of the Wilds attacks, if you control a creature with power 4 or greater, Heir of the Wilds gets +1/+1 until end of turn.",接死<br/>獰猛 ― 荒野の後継者が攻撃するたび、あなたがパワーが４以上のクリーチャーをコントロールしている場合、ターン終了時まで、荒野の後継者は＋１/＋１の修整を受ける。,"<i>In the high caves of the Qal Sisma mountains, young hunters quest to hear the echoes of their fierce ancestors.</i>",<i>カル・シスマ山脈の高い場所にある洞窟の中で、勇猛であった祖先らの残響を聞き出そうと若き狩猟者たちは探索を続ける。</i>,Winona Nelson,134,,,,,,,,,,KTK,アンコモン,,
Herald of Anafenza,1,{W},Herald of Anafenza,,W,,クリーチャー,人間 兵士,"Outlast {2}{W} <i>({2}{W}, {Tap}: Put a +1/+1 counter on this creature. Outlast only as a sorcery.)</i><br/>Whenever you activate Herald of Anafenza's outlast ability, put a 1/1 white Warrior creature token onto the battlefield.",1,2,,,,,,,,,,,,Herald of Anafenza,アナフェンザの伝令,"Outlast {2}{W} <i>({2}{W}, {Tap}: Put a +1/+1 counter on this creature. Outlast only as a sorcery.)</i><br/>Whenever you activate Herald of Anafenza's outlast ability, put a 1/1 white Warrior creature token onto the battlefield.","長久{2}{W}（{2}{W}, {Tap}：このクリーチャーの上に＋１/＋１カウンターを１個置く。長久はソーサリーとしてのみ行う。）<br/>あなたがアナフェンザの伝令の長久能力を起動するたび、白の１/１の戦士・クリーチャー・トークンを１体戦場に出す。",,,Aaron Miller,12,,,,,,,,,,KTK,レア,,
High Sentinels of Arashin,1,{3}{W},High Sentinels of Arashin,,W,,クリーチャー,鳥 兵士,Flying<br/>High Sentinels of Arashin gets +1/+1 for each other creature you control with a +1/+1 counter on it.<br/>{3}{W}: Put a +1/+1 counter on target creature.,3,4,,,,,,,,,,,,High Sentinels of Arashin,アラシンの上級歩哨,Flying<br/>High Sentinels of Arashin gets +1/+1 for each other creature you control with a +1/+1 counter on it.<br/>{3}{W}: Put a +1/+1 counter on target creature.,飛行<br/>アラシンの上級歩哨は、あなたがコントロールする＋１/＋１カウンターが置かれている他のクリーチャー１体につき＋１/＋１の修整を受ける。<br/>{3}{W}：クリーチャー１体を対象とし、それの上に＋１/＋１カウンターを１個置く。,,,James Ryman,13,,,,,,,,,,KTK,レア,,
Highland Game,1,{1}{G},Highland Game,,G,,クリーチャー,大鹿,"When Highland Game dies, you gain 2 life.",2,1,,,,,,,,,,,,Highland Game,高地の獲物,"When Highland Game dies, you gain 2 life.",高地の獲物が死亡したとき、あなたは２点のライフを得る。,"<i>""Bring down a stag and fix its horns upon her head. This one hears the whispers."" <br/></i><br/></i>?Chianul, at the weaving of Arel</i>",<i>「雄鹿をしとめて、その角を彼女の頭に固定せよ。この者は『囁き』が聞こえるようだ。」 <br/></i><br/></i>――チアヌル、アレルの編み上げの儀にて</i>,John Severin Brassell,135,,,,,,,,,,KTK,コモン,,
Highspire Mantis,1,{2}{R}{W},Highspire Mantis,,WR,,クリーチャー,昆虫,"Flying, trample",3,3,,,,,,,,,,,,Highspire Mantis,高峰のカマキリ,"Flying, trample",飛行、トランプル,"<i>Its wings produce a high-pitched, barely audible whirring sound in flight. Only Jeskai masters are quiet enough to hear one coming.</i>",<i>飛行する際に、その羽はかすかに聞こえる「ブーン」という高音を発する。それらの接近が聞こえるだけの静寂を保てるのは、ジェスカイの達人たちだけである。</i>,Igor Kieryluk,177,,,,,,,,,,KTK,アンコモン,,
Hooded Hydra,1,{X}{G}{G},Hooded Hydra,,G,,クリーチャー,蛇 ハイドラ,"Hooded Hydra enters the battlefield with X +1/+1 counters on it.<br/>When Hooded Hydra dies, put a 1/1 green Snake creature token onto the battlefield for each +1/+1 counter on it.<br/>Morph {3}{G}{G}<br/>As Hooded Hydra is turned face up, put five +1/+1 counters on it.",0,0,,,,,,,,,,,,Hooded Hydra,頭巾被りのハイドラ,"Hooded Hydra enters the battlefield with X +1/+1 counters on it.<br/>When Hooded Hydra dies, put a 1/1 green Snake creature token onto the battlefield for each +1/+1 counter on it.<br/>Morph {3}{G}{G}<br/>As Hooded Hydra is turned face up, put five +1/+1 counters on it.",頭巾被りのハイドラは、＋１/＋１カウンターがＸ個置かれた状態で戦場に出る。<br/>頭巾被りのハイドラが死亡したとき、これの上に置かれている＋１/＋１カウンター１個につき、緑の１/１の蛇・クリーチャー・トークンを１体戦場に出す。<br/>変異{3}{G}{G}<br/>頭巾被りのハイドラが表向きになるに際し、これの上に＋１/＋１カウンターを５個置く。,,,Chase Stone,136,,,,,,,,,,KTK,神話レア,,
Hooting Mandrills,1,{5}{G},Hooting Mandrills,,G,,クリーチャー,類人猿,Delve <i>(Each card you exile from your graveyard while casting this spell pays for {1}.)</i><br/>Trample,4,4,,,,,,,,,,,,Hooting Mandrills,わめき騒ぐマンドリル,Delve <i>(Each card you exile from your graveyard while casting this spell pays for {1}.)</i><br/>Trample,探査（この呪文を唱える段階であなたがあなたの墓地から追放した各カードは、{1}を支払う。）ｆ<br/>トランプル,<i>Interlopers in Sultai territory usually end up as crocodile chow or baboon bait.</i>,<i>スゥルタイ領土へ侵入した侵入者たちの多くは、クロコダイルのエサかヒヒたちのおもちゃのいずれかの末路を迎える。</i>,Mike Bierek,137,,,,,,,,,,KTK,コモン,,
Horde Ambusher,1,{1}{R},Horde Ambusher,,R,,クリーチャー,人間 狂戦士,"Whenever Horde Ambusher blocks, it deals 1 damage to you.<br/>Morph?Reveal a red card in your hand. <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Horde Ambusher is turned face up, target creature can't block this turn.",2,2,,,,,,,,,,,,Horde Ambusher,軍団の伏兵,"Whenever Horde Ambusher blocks, it deals 1 damage to you.<br/>Morph?Reveal a red card in your hand. <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Horde Ambusher is turned face up, target creature can't block this turn.",軍団の伏兵がブロックするたび、これはあなたに１点のダメージを与える。<br/>変異 ― あなたの手札にある赤のカードを１枚公開する。（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）<br/>軍団の伏兵が表向きになったとき、クリーチャーを１体対象とする。このターン、それではブロックできない。,,,Tyler Jacobson,110,,,,,,,,,,KTK,アンコモン,,
Hordeling Outburst,1,{1}{R}{R},Hordeling Outburst,,R,,ソーサリー,,Put three 1/1 red Goblin creature tokens onto the battlefield.,,,,,,,,,,,,,,Hordeling Outburst,軍族童の突発,Put three 1/1 red Goblin creature tokens onto the battlefield.,赤の１/１のゴブリン・クリーチャー・トークンを３体戦場に出す。,"<i>""Leave no scraps, lest you attract pests."" <br/></i><br/></i>?Mardu threat</i>",<i>「肉片は残すな。害虫を寄せつけることになるかもしれぬ。」 <br/></i><br/></i>――マルドゥの脅し</i>,Zoltan Boros,111,,,,,,,,,,KTK,アンコモン,,
Howl of the Horde,1,{2}{R},Howl of the Horde,,R,,ソーサリー,,"When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.<br/>Raid ? If you attacked with a creature this turn, when you cast your next instant or sorcery spell this turn, copy that spell an additional time. You may choose new targets for the copy.",,,,,,,,,,,,,,Howl of the Horde,軍族の雄叫び,"When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.<br/>Raid ? If you attacked with a creature this turn, when you cast your next instant or sorcery spell this turn, copy that spell an additional time. You may choose new targets for the copy.",このターンにあなたが次にインスタント・呪文かソーサリー・呪文を唱えたとき、その呪文をコピーする。あなたはそのコピーの新しい対象を選んでもよい。<br/>強襲 ― このターンにあなたがクリーチャーで攻撃していたなら、このターンにあなたが次にインスタント・呪文かソーサリー・呪文を唱えたとき、その呪文を追加でコピーする。あなたはそのコピーの新しい対象を選んでもよい。,,,Slawomir Maniak,112,,,,,,,,,,KTK,レア,,
