カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Liliana's Reaver,1,{2}{B}{B},Liliana's Reaver,,B,,クリーチャー,ゾンビ,"Deathtouch <i>(Any amount of damage this deals to a creature is enough to destroy it.)</i><br/>Whenever Liliana's Reaver deals combat damage to a player, that player discards a card and you put a 2/2 black Zombie creature token onto the battlefield tapped.",4,3,,,,,,,,,,,,Liliana's Reaver,リリアナの肉裂き,"Deathtouch <i>(Any amount of damage this deals to a creature is enough to destroy it.)</i>Whenever Liliana's Reaver deals combat damage to a player, that player discards a card and you put a 2/2 black Zombie creature token onto the battlefield tapped.",接死（これが何らかのダメージをクリーチャーに与えた場合、それだけで破壊される。）リリアナの肉裂きがプレイヤー１人に戦闘ダメージを与えるたび、そのプレイヤーはカードを１枚捨て、あなたは黒の２/２のゾンビ・クリーチャー・トークンを１体タップ状態で戦場に出す。,,,Karl Kopinski,103,,,,,,,,,,M14,レア,,
Liturgy of Blood,1,{3}{B}{B},Liturgy of Blood,,B,,ソーサリー,,Destroy target creature. Add {B}{B}{B} to your mana pool.,,,,,,,,,,,,,,Liturgy of Blood,血の儀式文,Destroy target creature. Add {B}{B}{B} to your mana pool.,クリーチャー１体を対象とし、それを破壊する。あなたのマナ・プールに{B}{B}{B}を加える。,"<i>""You harbor such vast potential. It would be such a shame to let you die of old age.""?Zul Ashur, lich lord</i>",<i>「お前は実に大きな才能を秘めている。そんなお前が老衰で死ぬようでは、あまりに勿体ない。」――死者の王、ザル・アシュール</i>,Zack Stella,104,,,,,,,,,,M14,コモン,,
Manaweft Sliver,1,{1}{G},Manaweft Sliver,,G,,クリーチャー,スリヴァー,"Sliver creatures you control have ""{Tap}: Add one mana of any color to your mana pool.""",1,1,,,,,,,,,,,,Manaweft Sliver,マナ編みスリヴァー,"Sliver creatures you control have ""{Tap}: Add one mana of any color to your mana pool.""",あなたがコントロールするスリヴァー・クリーチャーは「{Tap}：あなたのマナ・プールに、好きな色１色のマナ１点を加える。」を持つ。,"<i>""I see in their interconnectedness a strange embodiment of the natural order.""?Dionus, elvish archdruid</i>",<i>「あやつらの連動性には、自然秩序が奇妙な形で具現化しておる。」――エルフの大ドルイド、ダイオヌス</i>,Trevor Claxton,184,,,,,,,,,,M14,アンコモン,,
Marauding Maulhorn,1,{2}{R}{R},Marauding Maulhorn,,R,,クリーチャー,ビースト,Marauding Maulhorn attacks each combat if able unless you control a creature named Advocate of the Beast.,5,3,,,,,,,,,,,,Marauding Maulhorn,無法の槌角,Marauding Maulhorn attacks each combat if able unless you control a creature named Advocate of the Beast.,あなたが獣の代言者という名前のクリーチャーをコントロールしていないかぎり、無法の槌角は可能なら各戦闘で攻撃する。,"<i>""It's not just you. Everyone makes it angry.""?Ardenoth, elvish nature advocate</i>",<i>「あんただけじゃない。あれは誰にでも腹を立てるんだ。」――エルフの自然の代言者、アーデノス</i>,Jesper Ejsing,145,,,,,,,,,,M14,コモン,,
Mark of the Vampire,1,{3}{B},Mark of the Vampire,,B,,エンチャント,オーラ,Enchant creature<br/>Enchanted creature gets +2/+2 and has lifelink. <i>(Damage dealt by the creature also causes its controller to gain that much life.)</i>,,,,,,,,,,,,,,Mark of the Vampire,吸血鬼の印,Enchant creatureEnchanted creature gets +2/+2 and has lifelink. <i>(Damage dealt by the creature also causes its controller to gain that much life.)</i>,エンチャント（クリーチャー）エンチャントされているクリーチャーは、＋２/＋２の修整を受けるとともに絆魂を持つ。（このクリーチャーがダメージを与える場合、さらにそのコントローラーはその点数分のライフを得る。）,"<i>""My ‘condition' is a trial. The weak are consumed by it. The strong transcend it.""?Sorin Markov</i>",<i>「私の与える『病状』は一つの試練だ。弱き者は蝕まれる。強き者は超越する。」――ソリン・マルコフ</i>,Winona Nelson,105,,,,,,,,,,M14,コモン,,
Master of Diversion,1,{2}{W},Master of Diversion,,W,,クリーチャー,人間 スカウト,"Whenever Master of Diversion attacks, tap target creature defending player controls.",2,2,,,,,,,,,,,,Master of Diversion,陽動の達人,"Whenever Master of Diversion attacks, tap target creature defending player controls.",陽動の達人が攻撃するたび、防御プレイヤーがコントロールしているクリーチャー１体を対象とし、それをタップする。,"<i>Choose your battles carefully. For example, avoid the big guy.</i>",<i>戦闘は慎重に選ぶんだ。たとえば、デカい奴は避けるとか。</i>,Michael Komarck,24,,,,,,,,,,M14,コモン,,
Megantic Sliver,1,{5}{G},Megantic Sliver,,G,,クリーチャー,スリヴァー,Sliver creatures you control get +3/+3.,3,3,,,,,,,,,,,,Megantic Sliver,大身スリヴァー,Sliver creatures you control get +3/+3.,あなたがコントロールするスリヴァー・クリーチャーは＋３/＋３の修整を受ける。,"<i>Even the thrums, the lowliest of slivers, become deadly in its presence.</i>",<i>それがその場にいるときは、最下級のスリヴァーであるスラームでさえ大きな脅威となる。</i>,Ryan Barger,185,,,,,,,,,,M14,レア,,
Merfolk Spy,1,{U},Merfolk Spy,,U,,クリーチャー,マーフォーク ならず者,"Islandwalk <i>(This creature can't be blocked as long as defending player controls an Island.)</i><br/>Whenever Merfolk Spy deals combat damage to a player, that player reveals a card at random from his or her hand.",1,1,,,,,,,,,,,,Merfolk Spy,マーフォークのスパイ,"Islandwalk <i>(This creature can't be blocked as long as defending player controls an Island.)</i>Whenever Merfolk Spy deals combat damage to a player, that player reveals a card at random from his or her hand.",島渡り（このクリーチャーは防御プレイヤーが島をコントロールしているかぎりブロックされない。）マーフォークのスパイがプレイヤー１人に戦闘ダメージを与えるたび、そのプレイヤーは自分の手札からカードを１枚無作為に選んで公開する。,,,Matt Cavotta & Richard Whitters,62,,,,,,,,,,M14,コモン,,
Messenger Drake,1,{3}{U}{U},Messenger Drake,,U,,クリーチャー,ドレイク,"Flying<br/>When Messenger Drake dies, draw a card.",3,3,,,,,,,,,,,,Messenger Drake,伝書ドレイク,"FlyingWhen Messenger Drake dies, draw a card.",飛行伝書ドレイクが死亡したとき、カードを１枚引く。,"<i>The more important the message, the larger the messenger.</i>",<i>伝書の重要性に比例して伝書使も大きくなる。</i>,Yeong-Hao Han,63,,,,,,,,,,M14,コモン,,
Millstone,1,{2},Millstone,,Colorless,,アーティファクト,,"{2}, {Tap}: Target player puts the top two cards of his or her library into his or her graveyard.",,,,,,,,,,,,,,Millstone,石臼,"{2}, {Tap}: Target player puts the top two cards of his or her library into his or her graveyard.","{2}, {Tap}：プレイヤー１人を対象とする。そのプレイヤーは、自分のライブラリーの一番上から２枚のカードを自分の墓地に置く。","<i>Minds, like mountains, are never so grand and mighty that they can't be reduced to dust.</i>",<i>精神も山も似たようなもので、粉々にできないほど壮大で力強いわけでもない。</i>,Yeong-Hao Han,213,,,,,,,,,,M14,アンコモン,,
Mind Rot,1,{2}{B},Mind Rot,,B,,ソーサリー,,Target player discards two cards.,,,,,,,,,,,,,,Mind Rot,精神腐敗,Target player discards two cards.,プレイヤー１人を対象とする。そのプレイヤーはカードを２枚捨てる。,"<i>""What a pity. You should have written it down.""?Liliana Vess</i>",<i>「あら残念。メモしておけばよかったのに。」――リリアナ・ヴェス</i>,Steve Luke,106,,,,,,,,,,M14,コモン,,
Mindsparker,1,{1}{R}{R},Mindsparker,,R,,クリーチャー,エレメンタル,"First strike <i>(This creature deals combat damage before creatures without first strike.)</i><br/>Whenever an opponent casts a white or blue instant or sorcery spell, Mindsparker deals 2 damage to that player.",3,2,,,,,,,,,,,,Mindsparker,精神灼き,"First strike <i>(This creature deals combat damage before creatures without first strike.)</i>Whenever an opponent casts a white or blue instant or sorcery spell, Mindsparker deals 2 damage to that player.",先制攻撃（このクリーチャーは先制攻撃を持たないクリーチャーよりも先に戦闘ダメージを与える。）対戦相手１人が白か青の、インスタント呪文かソーサリー呪文を１つ唱えるたび、精神灼きはそのプレイヤーに２点のダメージを与える。,,,Wayne Reynolds,146,,,,,,,,,,M14,レア,,
Minotaur Abomination,1,{4}{B}{B},Minotaur Abomination,,B,,クリーチャー,ゾンビ ミノタウルス,,4,6,,,,,,,,,,,,Minotaur Abomination,ミノタウルスの嫌悪者,,,"<i>""Look at that. Shuffling, wobbling, entrails placed haphazardly. It's shameful. Who would let that kind of work flap about for all to see?""?Lestin, necromancer</i>",<i>「あれを見ろ。足を引き摺り、ふらふらとして、はらわたまで出鱈目に詰め込まれている。情けない話だ。あんな駄作を人前に出せるなんて、どんな神経の持ち主なんだ？」――屍術師レスティン</i>,Karl Kopinski,107,,,,,,,,,,M14,コモン,,
Molten Birth,1,{1}{R}{R},Molten Birth,,R,,ソーサリー,,"Put two 1/1 red Elemental creature tokens onto the battlefield. Then flip a coin. If you win the flip, return Molten Birth to its owner's hand.",,,,,,,,,,,,,,Molten Birth,溶鉄の誕生,"Put two 1/1 red Elemental creature tokens onto the battlefield. Then flip a coin. If you win the flip, return Molten Birth to its owner's hand.",赤の１/１のエレメンタル・クリーチャー・トークンを２体戦場に出す。その後コイン投げをする。あなたがコイン投げに勝った場合、溶鉄の誕生をオーナーの手札に戻す。,"<i>""Few can coax the creatures within the magma to be cooled and take form.""?Koth of the Hammer</i>",<i>「マグマの中にいるクリーチャーに熱を冷まして出てくるよう説得できる奴なんて、そうそういるもんじゃない。」――槌のコス</i>,Jaime Jones,147,,,,,,,,,,M14,アンコモン,,
Mutavault,1,,Mutavault,,Colorless,,土地,,{Tap}: Add {1} to your mana pool.<br/>{1}: Mutavault becomes a 2/2 creature with all creature types until end of turn. It's still a land.,,,,,,,,,,,,,,Mutavault,変わり谷,{Tap}: Add {1} to your mana pool.{1}: Mutavault becomes a 2/2 creature with all creature types until end of turn. It's still a land.,{Tap}：あなたのマナ・プールに{1}を加える。{1}：ターン終了時まで、変わり谷はすべてのクリーチャー・タイプを持つ２/２のクリーチャーになる。これは土地でもある。,<i>Some worlds possess a hidden core where life's essence constantly surges.</i>,<i>いくつかの世界は、生命の本質が常に噴出する見えざる核を持っている。</i>,Fred Fields,228,,,,,,,,,,M14,レア,,
Naturalize,1,{1}{G},Naturalize,,G,,インスタント,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,Naturalize,帰化,Destroy target artifact or enchantment.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。,"<i>""When your cities and trinkets crumble, only nature will remain.""?Garruk Wildspeaker</i>",<i>「都市や光物が崩れ去っても、自然だけは残る。」――野生語りのガラク</i>,Tim Hildebrandt,186,,,,,,,,,,M14,コモン,,
Negate,1,{1}{U},Negate,,U,,インスタント,,Counter target noncreature spell.,,,,,,,,,,,,,,Negate,否認,Counter target noncreature spell.,クリーチャーでない呪文１つを対象とし、それを打ち消す。,<i>Masters of the arcane savor a delicious irony. Their study of deep and complex arcana leads to such a simple end: the ability to say merely yes or no.</i>,<i>秘儀の習得は美味なる皮肉の味がする。深く難解な秘儀の研究の果てに至るのは単純な結論、単に許可か不許可かを決める能力だ。</i>,Jeremy Jarvis,64,,,,,,,,,,M14,コモン,,
Nephalia Seakite,1,{3}{U},Nephalia Seakite,,U,,クリーチャー,鳥,Flash <i>(You may cast this spell any time you could cast an instant.)</i><br/>Flying,2,3,,,,,,,,,,,,Nephalia Seakite,ネファリアの海鳶,Flash <i>(You may cast this spell any time you could cast an instant.)</i>Flying,瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）飛行,"<i>""Keep one eye on the cliff road or you may fall to your death. Keep one eye on the sky or your death may fall on you.""?Manfried Ulmach, Elgaud Master-at-Arms</i>",<i>「片目は断崖の道に据えろ。さもなくば落ちて死ぬ。片目は空に据えろ。さもなくば死が落ちてくる。」――エルゴードの先任衛兵長、マンフリード・ウルマック</i>,Wayne England,65,,,,,,,,,,M14,コモン,,
Nightmare,1,{5}{B},Nightmare,,B,,クリーチャー,ナイトメア 馬,Flying<br/>Nightmare's power and toughness are each equal to the number of Swamps you control.,*,*,,,,,,,,,,,,Nightmare,夢魔,FlyingNightmare's power and toughness are each equal to the number of Swamps you control.,飛行夢魔のパワーとタフネスは、それぞれあなたがコントロールする沼の総数に等しい。,<i>The thunder of its hooves beats dreams into despair.</i>,<i>その蹄の響きは、夢を絶望に変えてしまう。</i>,Vance Kovacs,108,,,,,,,,,,M14,レア,,
Nightwing Shade,1,{4}{B},Nightwing Shade,,B,,クリーチャー,シェイド,Flying<br/>{1}{B}: Nightwing Shade gets +1/+1 until end of turn.,2,2,,,,,,,,,,,,Nightwing Shade,夜翼の影,Flying{1}{B}: Nightwing Shade gets +1/+1 until end of turn.,飛行{1}{B}：夜翼の影はターン終了時まで＋１/＋１の修整を受ける。,"<i>""There is one hour of the night even we do not watch.""?Sedva, captain of the watch</i>",<i>「私達ですら、夜のこの一時間は見張りをしません。」――警備隊長、セドヴァ</i>,Lucas Graciano,109,,,,,,,,,,M14,コモン,,
Oath of the Ancient Wood,1,{2}{G},Oath of the Ancient Wood,,G,,エンチャント,,"Whenever Oath of the Ancient Wood or another enchantment enters the battlefield under your control, you may put a +1/+1 counter on target creature.",,,,,,,,,,,,,,Oath of the Ancient Wood,古樹の誓い,"Whenever Oath of the Ancient Wood or another enchantment enters the battlefield under your control, you may put a +1/+1 counter on target creature.",古樹の誓いか他のエンチャントが１つあなたのコントロール下で戦場に出るたび、クリーチャー１体を対象とする。あなたはそれの上に＋１/＋１カウンターを１個置いてもよい。,"<i>""Some gaze upon the forest and see trees. I see true power.""</i>",<i>「ある者は森に木を見る。私は真の力を見る。」</i>,Dan Scott,187,,,,,,,,,,M14,レア,,
Ogre Battledriver,1,{2}{R}{R},Ogre Battledriver,,R,,クリーチャー,オーガ 戦士,"Whenever another creature enters the battlefield under your control, that creature gets +2/+0 and gains haste until end of turn. <i>(It can attack and {Tap} this turn.)</i>",3,3,,,,,,,,,,,,Ogre Battledriver,オーガの戦駆り,"Whenever another creature enters the battlefield under your control, that creature gets +2/+0 and gains haste until end of turn. <i>(It can attack and {Tap} this turn.)</i>",他のクリーチャーが１体あなたのコントロール下で戦場に出るたび、そのクリーチャーはターン終了時まで＋２/＋０の修整を受けるとともに速攻を得る。（このターン、それは攻撃したり{Tap}したりできる。）,"<i>Ogres are driven by passion, rage, and another ogre standing behind them with a whip.</i>",<i>オーガを駆り立てるのは情熱と憤怒、そして鞭を手に背後に立つ別のオーガ。</i>,Greg Staples,148,,,,,,,,,,M14,レア,,
Opportunity,1,{4}{U}{U},Opportunity,,U,,インスタント,,Target player draws four cards.,,,,,,,,,,,,,,Opportunity,好機,Target player draws four cards.,プレイヤー１人を対象とする。そのプレイヤーはカードを４枚引く。,"<i>""Opportunity isn't something you wait for. It's something you create.""</i>",<i>「好機は待ちわびるものではない。生み出すものだ。」</i>,Allen Williams,66,,,,,,,,,,M14,アンコモン,,
Pacifism,1,{1}{W},Pacifism,,W,,エンチャント,オーラ,Enchant creature<br/>Enchanted creature can't attack or block.,,,,,,,,,,,,,,Pacifism,平和な心,Enchant creatureEnchanted creature can't attack or block.,エンチャント（クリーチャー）エンチャントされているクリーチャーでは攻撃したりブロックしたりできない。,"<i>For the first time in his life, Grakk felt a little warm and fuzzy inside.</i>",<i>グラックは生まれて初めて、ほんわかふわふわした気持ちになった。</i>,Robert Bliss,25,,,,,,,,,,M14,コモン,,
Path of Bravery,1,{2}{W},Path of Bravery,,W,,エンチャント,,"As long as your life total is greater than or equal to your starting life total, creatures you control get +1/+1.<br/>Whenever one or more creatures you control attack, you gain life equal to the number of attacking creatures.",,,,,,,,,,,,,,Path of Bravery,勇気の道,"As long your life total is greater than or equal to your starting life total, creatures you control get +1/+1.Whenever one or more creatures you control attack, you gain life equal to the number of attacking creatures.",あなたのライフの総量が、ゲーム開始時のあなたのライフの総量以上であるかぎり、あなたがコントロールするクリーチャーは＋１/＋１の修整を受ける。あなたがコントロールする１体以上のクリーチャーが攻撃するたび、あなたは攻撃クリーチャーの総数に等しい点数のライフを得る。,,,Chris Rahn,26,,,,,,,,,,M14,レア,,
Pay No Heed,1,{W},Pay No Heed,,W,,インスタント,,Prevent all damage a source of your choice would deal this turn.,,,,,,,,,,,,,,Pay No Heed,無視,Prevent all damage a source of your choice would deal this turn.,このターン、あなたが選んだ発生源１つが与えるすべてのダメージを軽減する。,"<i>""Out of this nettle, danger, we pluck this flower, safety.""?William Shakespeare, King Henry IV, Part I</i>",<i>「この危険というイラクサを掻き分け、我らは平安という花を摘むのだ。」――ウィリアム・シェークスピア「ヘンリー四世」第一部</i>,Adam Rex,27,,,,,,,,,,M14,コモン,,
Phantom Warrior,1,{1}{U}{U},Phantom Warrior,,U,,クリーチャー,イリュージョン 戦士,Phantom Warrior can't be blocked.,2,2,,,,,,,,,,,,Phantom Warrior,幻影の戦士,Phantom Warrior can't be blocked.,幻影の戦士はブロックされない。,"<i>""The construction of a defense is not accomplished by adding bricks.""?Jace Beleren</i>",<i>「守りの構築は、煉瓦を重ねればできるってものじゃない。」――ジェイス・ベレレン</i>,Greg Staples,67,,,,,,,,,,M14,アンコモン,,
Pillarfield Ox,1,{3}{W},Pillarfield Ox,,W,,クリーチャー,雄牛,,2,4,,,,,,,,,,,,Pillarfield Ox,柱平原の雄牛,,,"<i>""You old, immobile clod! If I could stuff your doltish head with knowledge, I'd do it just so someone else could fully comprehend what your stubbornness has cost me!""?Bruse Tarl, Goma Fada nomad</i>",<i>「この老いぼれの鈍くさい阿呆め！ そのスッカラカンの頭に知識を突っ込めるものならそうするさ。お前の頑固さのおかげで俺がどれだけ不利益を被ったか、誰かさんが理解できるようになるだろうからな！」――ゴーマ・ファーダの遊牧民、ブルース・タール</i>,Andrew Robinson,28,,,,,,,,,,M14,コモン,,
Pitchburn Devils,1,{4}{R},Pitchburn Devils,,R,,クリーチャー,デビル,"When Pitchburn Devils dies, it deals 3 damage to target creature or player.",3,3,,,,,,,,,,,,Pitchburn Devils,燃え投げの小悪魔,"When Pitchburn Devils dies, it deals 3 damage to target creature or player.",燃え投げの小悪魔が死亡したとき、クリーチャー１体かプレイヤー１人を対象とする。燃え投げの小悪魔はそれに３点のダメージを与える。,"<i>The ingenuity of goblins, the depravity of demons, and the smarts of sheep.</i>",<i>ゴブリンの創意工夫、悪魔の堕落、羊の知性。</i>,Johann Bodin,149,,,,,,,,,,M14,コモン,,
Planar Cleansing,1,{3}{W}{W}{W},Planar Cleansing,,W,,ソーサリー,,Destroy all nonland permanents.,,,,,,,,,,,,,,Planar Cleansing,次元の浄化,Destroy all nonland permanents.,すべての土地でないパーマネントを破壊する。,,,Michael Komarck,29,,,,,,,,,,M14,レア,,
Plummet,1,{1}{G},Plummet,,G,,インスタント,,Destroy target creature with flying.,,,,,,,,,,,,,,Plummet,垂直落下,Destroy target creature with flying.,飛行を持つクリーチャー１体を対象とし、それを破壊する。,"<i>""Let nothing own the skies but the wind.""?Dejara, Giltwood druid</i>",<i>「空にあるべきは風のみとしよう。」――黄金森のドルイド、デジャーラ</i>,Pete Venters,188,,,,,,,,,,M14,コモン,,
Predatory Sliver,1,{1}{G},Predatory Sliver,,G,,クリーチャー,スリヴァー,Sliver creatures you control get +1/+1.,1,1,,,,,,,,,,,,Predatory Sliver,捕食スリヴァー,Sliver creatures you control get +1/+1.,あなたがコントロールするスリヴァー・クリーチャーは＋１/＋１の修整を受ける。,"<i>No matter how much the slivers change, their collective might remains.</i>",<i>スリヴァーがどれだけ変化しようとも、その集まることによる強さは変わることがない。</i>,Mathias Kollros,189,,,,,,,,,,M14,コモン,,
Primeval Bounty,1,{5}{G},Primeval Bounty,,G,,エンチャント,,"Whenever you cast a creature spell, put a 3/3 green Beast creature token onto the battlefield.<br/>Whenever you cast a noncreature spell, put three +1/+1 counters on target creature you control.<br/>Whenever a land enters the battlefield under your control, you gain 3 life.",,,,,,,,,,,,,,Primeval Bounty,原始の報奨,"Whenever you cast a creature spell, put a 3/3 green Beast creature token onto the battlefield.Whenever you cast a noncreature spell, put three +1/+1 counters on target creature you control.Whenever a land enters the battlefield under your control, you gain 3 life.",あなたがクリーチャー呪文を１つ唱えるたび、緑の３/３のビースト・クリーチャー・トークンを１体戦場に出す。あなたがクリーチャーでない呪文を１つ唱えるたび、あなたがコントロールするクリーチャー１体を対象とし、それの上に＋１/＋１カウンターを３個置く。土地が１つあなたのコントロール下で戦場に出るたび、あなたは３点のライフを得る。,,,Christine Choi,190,,,,,,,,,,M14,神話レア,,
Pyromancer's Gauntlet,1,{5},Pyromancer's Gauntlet,,Colorless,,アーティファクト,,"If a red instant or sorcery spell you control or a red planeswalker you control would deal damage to a permanent or player, it deals that much damage plus 2 to that permanent or player instead.",,,,,,,,,,,,,,Pyromancer's Gauntlet,紅蓮術士の篭手,"If a red instant or sorcery spell you control or a red planeswalker you control would deal damage to a permanent or player, it deals that much damage plus 2 to that permanent or player instead.",あなたがコントロールする、赤のインスタント呪文１つか赤のソーサリー呪文１つか赤のプレインズウォーカー１体が、パーマネント１つまたはプレイヤー１人にダメージを与える場合、代わりにそれはそのパーマネントやプレイヤーに、その点数に２を足した点数のダメージを与える。,<i>An inferno is just a gesture away.</i>,<i>一振りすれば業火。</i>,Christine Choi,214,,,,,,,,,,M14,レア,,
Quag Sickness,1,{2}{B},Quag Sickness,,B,,エンチャント,オーラ,Enchant creature<br/>Enchanted creature gets -1/-1 for each Swamp you control.,,,,,,,,,,,,,,Quag Sickness,泥沼病,Enchant creatureEnchanted creature gets -1/-1 for each Swamp you control.,エンチャント（クリーチャー）エンチャントされているクリーチャーは、あなたがコントロールする沼１つにつき－１/－１の修整を受ける。,"<i>The dread gases didn't kill Farbid. But as he lay in the muck, miserable and helpless, watching ghouls and rats advance on him, he wished they had.</i>",<i>恐るべき瘴気はファービッドを殺さなかった。しかし、ぬかるみに無力なまま横たわり、悪霊や鼠が自分に近づくのを見ながら、彼は殺してくれと願っていた。</i>,Martina Pilcerova,110,,,,,,,,,,M14,コモン,,
Quicken,1,{U},Quicken,,U,,インスタント,,The next sorcery card you cast this turn can be cast as though it had flash. <i>(It can be cast any time you could cast an instant.)</i><br/>Draw a card.,,,,,,,,,,,,,,Quicken,急かし,The next sorcery card you cast this turn can be cast as though it had flash. <i>(It can be cast any time you could cast an instant.)</i>Draw a card.,このターン、あなたは次に唱えるソーサリー・カードを、それが瞬速を持っているかのように唱えてもよい。（それは、あなたがインスタントを唱えることができるときならいつでも唱えることができる。）カードを１枚引く。,<i>A skilled Izzet chronarch can carry out an epic vendetta between the fall of one hourglass grain and the next.</i>,<i>熟練のイゼットの時術師は、砂時計の砂が一粒落ちる間に、大々的な復讐を実行することができる。</i>,Aleksi Briclot,68,,,,,,,,,,M14,レア,,
Ranger's Guile,1,{G},Ranger's Guile,,G,,インスタント,,Target creature you control gets +1/+1 and gains hexproof until end of turn. <i>(It can't be the target of spells or abilities your opponents control.)</i>,,,,,,,,,,,,,,Ranger's Guile,レインジャーの悪知恵,Target creature you control gets +1/+1 and gains hexproof until end of turn. <i>(It can't be the target of spells or abilities your opponents control.)</i>,あなたがコントロールするクリーチャー１体を対象とする。それはターン終了時まで＋１/＋１の修整を受けるとともに呪禁を得る。（それは、あなたの対戦相手がコントロールする呪文や能力の対象にならない。）,"<i>""You don't survive in the wild by standing in plain sight.""?Garruk Wildspeaker</i>",<i>「自分の姿を晒していては、荒野で生き延びることはできない。」――野生語りのガラク</i>,Steve Prescott,191,,,,,,,,,,M14,コモン,,
Ratchet Bomb,1,{2},Ratchet Bomb,,Colorless,,アーティファクト,,"{Tap}: Put a charge counter on Ratchet Bomb.<br/>{Tap}, Sacrifice Ratchet Bomb: Destroy each nonland permanent with converted mana cost equal to the number of charge counters on Ratchet Bomb.",,,,,,,,,,,,,,Ratchet Bomb,漸増爆弾,"{Tap}: Put a charge counter on Ratchet Bomb.<br/>{Tap}, Sacrifice Ratchet Bomb: Destroy each nonland permanent with converted mana cost equal to the number of charge counters on Ratchet Bomb.","{Tap}：漸増爆弾の上に蓄積カウンターを１個置く。<br/>{Tap}, 漸増爆弾を生け贄に捧げる：点数で見たマナ・コストが漸増爆弾の上に置かれていた蓄積カウンターの総数に等しい土地でない各パーマネントを破壊する。",,,Austin Hsu,215,,,,,,,,,,M14,レア,,
Regathan Firecat,1,{2}{R},Regathan Firecat,,R,,クリーチャー,エレメンタル 猫,,4,1,,,,,,,,,,,,Regathan Firecat,レガーサの火猫,,,"<i>It stalks the Regathan highlands, leaving behind melted snow, scorched earth, and the charred corpses of would-be temple robbers.</i>",<i>それはレガーサの高地を闊歩し、融けた雪と焦げた地面、そして寺院に盗みに入ろうとしていた者たちの黒焦げの死体を残していく。</i>,Eric Velhagen,150,,,,,,,,,,M14,コモン,,
Ring of Three Wishes,1,{5},Ring of Three Wishes,,Colorless,,アーティファクト,,"Ring of Three Wishes enters the battlefield with three wish counters on it.<br/>{5}, {Tap}, Remove a wish counter from Ring of Three Wishes: Search your library for a card and put that card into your hand. Then shuffle your library.",,,,,,,,,,,,,,Ring of Three Wishes,三つの願いの指輪,"Ring of Three Wishes enters the battlefield with three wish counters on it.{5}, {Tap}, Remove a wish counter from Ring of Three Wishes: Search your library for a card and put that card into your hand. Then shuffle your library.","三つの願いの指輪は願いカウンターが３個置かれた状態で戦場に出る。{5}, {Tap}, 三つの願いの指輪の上から願いカウンターを１個取り除く：あなたのライブラリーからカードを１枚探し、それをあなたの手札に加える。その後あなたのライブラリーを切り直す。",,,Mark Winters,216,,,,,,,,,,M14,神話レア,,
Rise of the Dark Realms,1,{7}{B}{B},Rise of the Dark Realms,,B,,ソーサリー,,Put all creature cards from all graveyards onto the battlefield under your control.,,,,,,,,,,,,,,Rise of the Dark Realms,闇の領域の隆盛,Put all creature cards from all graveyards onto the battlefield under your control.,すべての墓地にあるすべてのクリーチャー・カードをあなたのコントロール下で戦場に出す。,"<i>""For every living person there are generations of dead. Which realm would you rather rule?""?Liliana Vess</i>",<i>「生きている人間が１人いれば、その前に何世代にもわたる死者がいる。どちらの領域を支配したいかって話よ。」――リリアナ・ヴェス</i>,Michael Komarck,111,,,,,,,,,,M14,神話レア,,
Rod of Ruin,1,{4},Rod of Ruin,,Colorless,,アーティファクト,,"{3}, {Tap}: Rod of Ruin deals 1 damage to target creature or player.",,,,,,,,,,,,,,Rod of Ruin,破滅のロッド,"{3}, {Tap}: Rod of Ruin deals 1 damage to target creature or player.","{3}, {Tap}：クリーチャー１体かプレイヤー１人を対象とする。破滅のロッドはそれに１点のダメージを与える。",<i>The good news is it's so simple a goblin could use it. The bad news is it's so simple a goblin could use it.</i>,<i>良い点は、これがゴブリンでさえ扱えるほどに単純なものだということ。悪い点は、これがゴブリンでさえ扱えるほどに単純なものだということ。</i>,Mark Zug,217,,,,,,,,,,M14,アンコモン,,
