カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Curse of the Swine,1,{X}{U}{U},Curse of the Swine,,U,,ソーサリー,,"Exile X target creatures. For each creature exiled this way, its controller puts a 2/2 green Boar creature token onto the battlefield.",,,,,,,,,,,,,,Curse of the Swine,豚の呪い,"Exile X target creatures. For each creature exiled this way, its controller puts a 2/2 green Boar creature token onto the battlefield.",クリーチャーＸ体を対象とし、それを追放する。<br/>これにより追放されたクリーチャー１体につき、そのコントローラーは緑の２/２の猪・クリーチャー・トークンを１体戦場に出す。,<i>Another imminent battle subsided in busy snuffling and carefree rooting.</i>,<i>鼻を鳴らす音と気楽に地面を掘り返す喧噪に包まれ、また一つ差し迫った戦争が鎮静化された。</i>,James Ryman,46,,,,,,,,,,THS,レア,,
Cutthroat Maneuver,1,{3}{B},Cutthroat Maneuver,,B,,インスタント,,Up to two target creatures each get +1/+1 and gain lifelink until end of turn.,,,,,,,,,,,,,,Cutthroat Maneuver,殺し屋の行動,Up to two target creatures each get +1/+1 and gain lifelink until end of turn.,クリーチャーを最大２体まで対象とする。それらはそれぞれターン終了時まで＋１/＋１の修整を受けるとともに絆魂を得る。,"<i>""Our ambition drives us forward. Together we will claim what is ours, no matter who holds it.""</i>",<i>「我々の野心こそが先に進むための原動力となっている。たとえ誰が所持していようとも、我々のものであると主張するだけだ。」</i>,Brad Rigney,82,,,,,,,,,,THS,アンコモン,,
Cyclops of Eternal Fury,1,{4}{R}{R},Cyclops of Eternal Fury,,R,,エンチャント クリーチャー,サイクロプス,Creatures you control have haste.,5,3,,,,,,,,,,,,Cyclops of Eternal Fury,永遠憤怒のサイクロプス,Creatures you control have haste.,あなたがコントロールするクリーチャーは速攻を持つ。,"<i>""The anger that festers inside this one is contagious.""</i><br/></i>—Anthousa of Setessa</i>","<i>「こいつの中に巣食う怒りは伝染するわ。」 <br/></i><br/></i>――セテッサのアンソーザ</i>",Matt Stewart,92,,,,,,,,,,JOU,アンコモン,,
Cyclops of One-Eyed Pass,1,{2}{R}{R},Cyclops of One-Eyed Pass,,R,,クリーチャー,サイクロプス,,5,2,,,,,,,,,,,,Cyclops of One-Eyed Pass,一つ目峠のサイクロプス,,,"<i>The Champion armed herself to face the cyclops, heedless of her companions' despair. <br/></i><br/></i>""How will you defeat it with only one spear?"" asked young Althemone. <br/></i><br/></i>The Champion raised her weapon. ""It has but one eye."" <br/></i><br/></i>—The Theriad</i>","<i>女勇者は同行者たちの絶望した様子も意に介さず、サイクロプスと対峙するために武器を手に取った。 <br/></i><br/></i>「槍一本だけで、どうやって奴を倒すおつもりですか？」と、若きアルセモニーが問うた。 <br/></i><br/></i>女勇者は武器を掲げて答えた。「あれには目が一つしかないわ。」 <br/></i><br/></i>――「テーリアス」</i>",Kev Walker,90,,,,,,,,,,BNG,コモン,,
Dakra Mystic,1,{U},Dakra Mystic,,U,,クリーチャー,マーフォーク ウィザード,"{U}, {Tap}: Each player reveals the top card of his or her library. You may put the revealed cards into their owners' graveyards. If you don't, each player draws a card.",1,1,,,,,,,,,,,,Dakra Mystic,ダクラの神秘家,"{U}, {Tap}: Each player reveals the top card of his or her library. You may put the revealed cards into their owners' graveyards. If you don't, each player draws a card.","{U}, {Tap}：各プレイヤーはそれぞれ自分のライブラリーの一番上のカードを公開する。あなたは公開されたすべてのカードをオーナーの墓地に置いてもよい。そうしなかったなら、各プレイヤーはそれぞれカードを１枚引く。",<i>Choices are rarely as simple as they seem.</i>,<i>簡単な選択など、滅多にない。</i>,Wesley Burt,35,,,,,,,,,,JOU,アンコモン,,
Daring Thief,1,{2}{U},Daring Thief,,U,,クリーチャー,人間 ならず者,"Inspired — Whenever Daring Thief becomes untapped, you may exchange control of target nonland permanent you control and target permanent an opponent controls that shares a card type with it.",2,3,,,,,,,,,,,,Daring Thief,果敢な泥棒,"Inspired — Whenever Daring Thief becomes untapped, you may exchange control of target nonland permanent you control and target permanent an opponent controls that shares a card type with it.",神啓 ― 果敢な泥棒がアンタップ状態になるたび、あなたがコントロールする土地でないパーマネント１つと、それと共通のカード・タイプを持つ、対戦相手がコントロールするパーマネント１つを対象とする。あなたはそれらのコントロールを交換してもよい。,<i>Honesty is the first casualty of war.</i>,<i>戦争での最初の犠牲者は、誠実さである。</i>,Johann Bodin,36,,,,,,,,,,JOU,レア,,
Dark Betrayal,1,{B},Dark Betrayal,,B,,インスタント,,Destroy target black creature.,,,,,,,,,,,,,,Dark Betrayal,闇の裏切り,Destroy target black creature.,黒のクリーチャー１体を対象とし、それを破壊する。,"<i>""You're just like me: ruthless, cunning, and ambitious. Obviously you're a threat."" <br/></i><br/></i>—Basarios the Blade</i>","<i>「お前は私に似ている――非情で、狡猾で、野心がある。つまり、お前は私にとって危険な存在というわけだ。」 <br/></i><br/></i>――刃のバサリオス</i>",Nils Hamm,83,,,,,,,,,,THS,アンコモン,,
Dauntless Onslaught,1,{2}{W},Dauntless Onslaught,,W,,インスタント,,Up to two target creatures each get +2/+2 until end of turn.,,,,,,,,,,,,,,Dauntless Onslaught,不屈の猛攻,Up to two target creatures each get +2/+2 until end of turn.,クリーチャーを最大２体まで対象とする。それらはターン終了時までそれぞれ＋２/＋２の修整を受ける。,"<i>""The people of Akros must learn from our leonin adversaries. If we match their staunch ferocity with our superior faith, we cannot fail."" <br/></i><br/></i>—Cymede, queen of Akros</i>","<i>「アクロスの民は我々の敵であるレオニン達から学ぶべきでありましょう。彼らの揺るぎない勇猛さと我々の優れた信仰を組み合わせることができれば、我々に為せぬことはありませぬ。」 <br/></i><br/></i>――アクロスの女王、サイミーディ</i>",Peter Mohrbacher,6,,,,,,,,,,THS,アンコモン,,
Dawn to Dusk,1,{2}{W}{W},Dawn to Dusk,,W,,ソーサリー,,Choose one or both — Return target enchantment card from your graveyard to your hand; and/or destroy target enchantment.,,,,,,,,,,,,,,Dawn to Dusk,日の出から日没,Choose one or both — Return target enchantment card from your graveyard to your hand; and/or destroy target enchantment.,以下の２つから１つまたは２つを選ぶ。「あなたの墓地にあるエンチャント・カード１枚を対象とし、それをあなたの手札に戻す。」「エンチャント１つを対象とし、それを破壊する。」,"<i>""The numbers of Nyxborn among us have swelled. Is this a sign of the gods' favor, or does it portend something else?""</i>",<i>「我々の中にいるニクス生まれの数が急速に増えつつある。これは神々の思し召し故の事なのだろうか、それとも、別の何かの前触れを意味するのだろうか？」</i>,Robbie Trevino,6,,,,,,,,,,BNG,アンコモン,,
Dawnbringer Charioteers,1,{2}{W}{W},Dawnbringer Charioteers,,W,,クリーチャー,人間 兵士,"Flying, lifelink<br/>Heroic — Whenever you cast a spell that targets Dawnbringer Charioteers, put a +1/+1 counter on Dawnbringer Charioteers.",2,4,,,,,,,,,,,,Dawnbringer Charioteers,黎明運びの戦車兵,"Flying, lifelink<br/>Heroic — Whenever you cast a spell that targets Dawnbringer Charioteers, put a +1/+1 counter on Dawnbringer Charioteers.",飛行、絆魂<br/>英雄的 ― あなたが黎明運びの戦車兵を対象とする呪文を１つ唱えるたび、黎明運びの戦車兵の上に＋１/＋１カウンターを１個置く。,"<i>""Nyx may belong to the gods, but the skies of Theros are ours.""</i>",<i>「ニクスは神々の領域かもしれないが、テーロスの空は我々のものだ。」</i>,Ryan Alexander Lee,6,,,,,,,,,,JOU,レア,,
Daxos of Meletis,1,{1}{W}{U},Daxos of Meletis,,WU,伝説の,クリーチャー,人間 兵士,"Daxos of Meletis can't be blocked by creatures with power 3 or greater.<br/>Whenever Daxos of Meletis deals combat damage to a player, exile the top card of that player's library. You gain life equal to that card's converted mana cost. Until end of turn, you may cast that card and you may spend mana as though it were mana of any color to cast it.",2,2,,,,,,,,,,,,Daxos of Meletis,メレティスのダクソス,"Daxos of Meletis can't be blocked by creatures with power 3 or greater.<br/>Whenever Daxos of Meletis deals combat damage to a player, exile the top card of that player's library. You gain life equal to that card's converted mana cost. Until end of turn, you may cast that card and you may spend mana as though it were mana of any color to cast it.",メレティスのダクソスは、パワーが３以上のクリーチャーによってはブロックされない。<br/>メレティスのダクソスがプレイヤー１人に戦闘ダメージを与えるたび、そのプレイヤーのライブラリーの一番上のカードを追放する。あなたはそのカードの点数で見たマナ・コストに等しい点数のライフを得る。ターン終了時まで、あなたは任意のマナをいずれかの色のマナであるかのように支払ってそのカードを唱えてもよい。,,,Karla Ortiz,191,,,,,,,,,,THS,レア,,
Deathbellow Raider,1,{1}{R},Deathbellow Raider,,R,,クリーチャー,ミノタウルス 狂戦士,Deathbellow Raider attacks each turn if able.<br/>{2}{B}: Regenerate Deathbellow Raider.,2,3,,,,,,,,,,,,Deathbellow Raider,死呻きの略奪者,Deathbellow Raider attacks each turn if able.<br/>{2}{B}: Regenerate Deathbellow Raider.,死呻きの略奪者は可能なら毎ターン攻撃する。<br/>{2}{B}：死呻きの略奪者を再生する。,"<i>""The temple has been rededicated. It belongs to Mogis now."" <br/></i><br/></i>—Rastos, disciple of Mogis</i>","<i>「神殿は改宗をした。今ではモーギス様のものとなった。」 <br/></i><br/></i>――モーギスの信奉者、ラストス</i>",Wayne Reynolds,117,,,,,,,,,,THS,コモン,,
Decorated Griffin,1,{4}{W},Decorated Griffin,,W,,クリーチャー,グリフィン,Flying<br/>{1}{W}: Prevent the next 1 combat damage that would be dealt to you this turn.,2,3,,,,,,,,,,,,Decorated Griffin,受勲したグリフィン,Flying<br/>{1}{W}: Prevent the next 1 combat damage that would be dealt to you this turn.,飛行<br/>{1}{W}：このターン、次にあなたに与えられる戦闘ダメージを１点軽減する。,"<i>The awards and medals of polis-dwellers mean nothing to griffins, but they repay acts of generosity.</i>",<i>グリフィンにとって都市国家からの表彰や勲章は何の意味も持たないが、彼らは受けた恩には報いている。</i>,Phill Simmer,7,,,,,,,,,,THS,アンコモン,,
Deepwater Hypnotist,1,{1}{U},Deepwater Hypnotist,,U,,クリーチャー,マーフォーク ウィザード,"Inspired — Whenever Deepwater Hypnotist becomes untapped, target creature an opponent controls gets -3/-0 until end of turn.",2,1,,,,,,,,,,,,Deepwater Hypnotist,深海の催眠術師,"Inspired — Whenever Deepwater Hypnotist becomes untapped, target creature an opponent controls gets -3/-0 until end of turn.",神啓 ― 深海の催眠術師がアンタップ状態になるたび、対戦相手がコントロールするクリーチャー１体を対象とする。それはターン終了時まで－３/－０の修整を受ける。,"<i>""Watch the waves too long, and you may never look away."" <br/></i><br/></i>—Meletian proverb</i>","<i>「あまり長い間波を見つめていると、そこから目が離せなくなる。」 <br/></i><br/></i>――メレティスのことわざ</i>",Christopher Moeller,35,,,,,,,,,,BNG,コモン,,
Defend the Hearth,1,{1}{G},Defend the Hearth,,G,,インスタント,,Prevent all combat damage that would be dealt to players this turn.,,,,,,,,,,,,,,Defend the Hearth,拠点防衛,Prevent all combat damage that would be dealt to players this turn.,このターン、プレイヤーに与えられるすべての戦闘ダメージを軽減する。,"<i>The defenders said not a word. Their shields, spears, and stances were warning enough.</i>",<i>防衛隊は一言も発することは無かった。彼らの盾と槍、そして姿勢だけで十分な警告だった。</i>,Raymond Swanland,156,,,,,,,,,,THS,コモン,,
Deicide,1,{1}{W},Deicide,,W,,インスタント,,"Exile target enchantment. If the exiled card is a God card, search its controller's graveyard, hand, and library for any number of cards with the same name as that card and exile them, then that player shuffles his or her library.",,,,,,,,,,,,,,Deicide,神討ち,"Exile target enchantment. If the exiled card is a God card, search its controller's graveyard, hand, and library for any number of cards with the same name as that card and exile them, then that player shuffles his or her library.",エンチャント１つを対象とし、それを追放する。追放されたカードが神・カードであるなら、そのコントローラーの墓地と手札とライブラリーから、そのカードと同じ名前を持つカードを望む枚数探し、それらを追放する。その後、そのプレイヤーは自分のライブラリーを切り直す。,"<i>""It is done.""</i><br/></i>—Elspeth</i>","<i>「これで終わりです。」 <br/></i><br/></i>――エルズペス</i>",Jason Chan,7,,,,,,,,,,JOU,レア,,
Demolish,1,{3}{R},Demolish,,R,,ソーサリー,,Destroy target artifact or land.,,,,,,,,,,,,,,Demolish,,Destroy target artifact or land.,,"<i>""Pound the steel until it fits.</i><br/></i>Doesn't work? Bash to bits.""</i><br/></i>—Dwarven forging song</i>",,Gary Ruddell,183,,,,,,,,,,ODY,アンコモン,,
Demolish,1,{3}{R},Demolish,,R,,ソーサリー,,Destroy target artifact or land.,,,,,,,,,,,,,,Demolish,,Destroy target artifact or land.,,"""Pound the steel until it fits. <br/>Doesn't work? Bash to bits."" <br/>—Dwarven forging song",,Gary Ruddell,183,,,,,,,,,,8ED,アンコモン,,
Demolish,1,{3}{R},Demolish,,R,,ソーサリー,,Destroy target artifact or land.,,,,,,,,,,,,,,Demolish,破砕,Destroy target artifact or land.,アーティファクト１つか土地１つを対象とし、それを破壊する。,"""Pound the steel until it fits. <br/>Doesn't work? Bash to bits."" <br/>—Dwarven forging song","鋼ぶっ叩きゃ型あわせ。 <br/>うまくいかなきゃぶち壊せ。 <br/>― ドワーフの鍛冶屋の歌",Gary Ruddell,179,,,,,,,,,,9ED,アンコモン,,
Demolish,1,{3}{R},Demolish,,R,,ソーサリー,,Destroy target artifact or land.,,,,,,,,,,,,,,Demolish,破砕,Destroy target artifact or land.,アーティファクト１つか土地１つを対象とし、それを破壊する。,"""Pound the steel until it fits. <br/>Doesn't work? Bash to bits."" <br/>—Dwarven forging song","鋼ぶっ叩きゃ型あわせ。 <br/>うまくいかなきゃ ぶち壊せ。 <br/>― ドワーフの鍛冶屋の歌",Gary Ruddell,196,,,,,,,,,,10E,コモン,,
Demolish,1,{3}{R},Demolish,,R,,ソーサリー,,Destroy target artifact or land.,,,,,,,,,,,,,,Demolish,破砕,Destroy target artifact or land.,アーティファクト１つか土地１つを対象とし、それを破壊する。,"<i>""This is why I hate settlements. They lull you into a false sense of security.""</i><br/></i>—Yon Basrel, Oran-Rief survivalist</i>",<i>「だから定住は嫌いなんだよ。 間違った安心を植えつけられちまうからな。」</i><br/></i>――オラン＝リーフの生き残り、ヨン・バスレル</i>,John Avon,121,,,,,,,,,,ZEN,コモン,,
Demolish,1,{3}{R},Demolish,,R,,ソーサリー,,Destroy target artifact or land.,,,,,,,,,,,,,,Demolish,破砕,Destroy target artifact or land.,アーティファクト１つか土地１つを対象とし、それを破壊する。,,,John Avon,132,,,,,,,,,,M11,コモン,,
Demolish,1,{3}{R},Demolish,,R,,ソーサリー,,Destroy target artifact or land.,,,,,,,,,,,,,,Demolish,破砕,Destroy target artifact or land.,アーティファクト１つか土地１つを対象とし、それを破壊する。,"<i>""To truly defeat a skaberen, you must destroy not the monster but the lab.""</i><br/></i>—Rem Karolus, Blade of the Inquisitors</i>",<i>「スカーブ師を完全に打ち負かすには、怪物ではなく実験室を破壊する必要がある。」</i><br/></i>――審問官の刃、レム・カロラス</i>,Raymond Swanland,132,,,,,,,,,,AVR,コモン,,
Demolish,1,{3}{R},Demolish,,R,,ソーサリー,,Destroy target artifact or land.,,,,,,,,,,,,,,Demolish,破砕,Destroy target artifact or land.,アーティファクト１つか土地１つを対象とし、それを破壊する。,"<i>""This is why I hate settlements. They lull you into a false sense of security.""—Yon Basrel, Oran-Rief survivalist</i>",<i>「だから定住は嫌いなんだよ。間違った安心を植えつけられちまうからな。」――オラン＝リーフの生き残り、ヨン・バスレル</i>,John Avon,136,,,,,,,,,,M14,コモン,,
Demolish,1,{3}{R},Demolish,,R,,ソーサリー,,Destroy target artifact or land.,,,,,,,,,,,,,,Demolish,破砕,Destroy target artifact or land.,アーティファクト１つか土地１つを対象とし、それを破壊する。,"<i>""When fire is shackled to candle and torch, subjected to insignificance, it finds a way to lash out at its masters."" <br/></i><br/></i>—Vala, disciple of Purphoros</i>","<i>「炎は蝋燭や松明に繋がれ、取るに足らないものとされても、その主に対して一矢報いる方法を見つけ出すものだ。」 <br/></i><br/></i>――パーフォロスの信奉者、ヴァラ</i>",Volkan Baga,118,,,,,,,,,,THS,コモン,,
Desecration Plague,1,{3}{G},Desecration Plague,,G,,ソーサリー,,Destroy target enchantment or land.,,,,,,,,,,,,,,Desecration Plague,冒涜の疫病,Destroy target enchantment or land.,エンチャント１つか土地１つを対象とし、それを破壊する。,"<i>""The gods think of us as insects. Perhaps there is wisdom in that.""</i><br/></i>—Perisophia the philosopher</i>","<i>「神々は私たちの事を虫けらとでも思っているようね。それはそれで、ひとつの良い例えなのかもしれないわね。」 <br/></i><br/></i>――哲人ペリソフィア</i>",Ralph Horsley,120,,,,,,,,,,JOU,コモン,,
Deserter's Quarters,1,{2},Deserter's Quarters,,Colorless,,アーティファクト,,"You may choose not to untap Deserter's Quarters during your untap step.<br/>{6}, {Tap}: Tap target creature. It doesn't untap during its controller's untap step for as long as Deserter's Quarters remains tapped.",,,,,,,,,,,,,,Deserter's Quarters,脱走兵の間,"You may choose not to untap Deserter's Quarters during your untap step.<br/>{6}, {Tap}: Tap target creature. It doesn't untap during its controller's untap step for as long as Deserter's Quarters remains tapped.","あなたは、あなたのアンタップ・ステップに脱走兵の間をアンタップしないことを選んでもよい。<br/>{6}, {Tap}：クリーチャー１体を対象とし、それをタップする。それは脱走兵の間がタップ状態であり続けるかぎり、それのコントローラーのアンタップ・ステップにアンタップしない。","<i>In Akros, the penalty for running from battle is one night's stay in the Deserter's Quarters.</i>",<i>アクロスでは戦場から脱走した者に対する罰とは、「脱走兵の間」で一晩過ごすことである。</i>,Daniel Ljunggren,160,,,,,,,,,,JOU,アンコモン,,
Desperate Stand,1,{R}{W},Desperate Stand,,WR,,ソーサリー,,Strive — Desperate Stand costs {R}{W} more to cast for each target beyond the first.<br/>Any number of target creatures each get +2/+0 and gain first strike and vigilance until end of turn.,,,,,,,,,,,,,,Desperate Stand,捨て身の抵抗,Strive — Desperate Stand costs {R}{W} more to cast for each target beyond the first.<br/>Any number of target creatures each get +2/+0 and gain first strike and vigilance until end of turn.,奮励 ― 捨て身の抵抗を唱えるためのコストは、２つ目以降の対象１つにつき{R}{W}多くなる。<br/>望む数のクリーチャーを対象とする。それらはそれぞれターン終了時まで＋２/＋０の修整を受けるとともに先制攻撃と警戒を得る。,"<i>At the Akroan gates, hoplites revived the tactics of Kytheon Iora's infamous irregulars.</i>",<i>アクロスの門前で、重装歩兵たちはキテオン・イオラの悪名高き非正規隊の戦術を再現した。</i>,Raymond Swanland,147,,,,,,,,,,JOU,アンコモン,,
Destructive Revelry,1,{R}{G},Destructive Revelry,,RG,,インスタント,,Destroy target artifact or enchantment. Destructive Revelry deals 2 damage to that permanent's controller.,,,,,,,,,,,,,,Destructive Revelry,破壊的な享楽,Destroy target artifact or enchantment. Destructive Revelry deals 2 damage to that permanent's controller.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。破壊的な享楽はそのパーマネントのコントローラーに２点のダメージを与える。,"<i>""Stoke a fire hot enough and you'll never run out of things to burn.""—Xenagos, the Reveler</i>",<i>「火を十分な熱さまで燃え上がらせれば、燃やせるものが絶えるようなことは無くなる。」――歓楽者ゼナゴス</i>,Kev Walker,66,,,,,,,,,,DDL,アンコモン,,
Destructive Revelry,1,{R}{G},Destructive Revelry,,RG,,インスタント,,Destroy target artifact or enchantment. Destructive Revelry deals 2 damage to that permanent's controller.,,,,,,,,,,,,,,Destructive Revelry,破壊的な享楽,Destroy target artifact or enchantment. Destructive Revelry deals 2 damage to that permanent's controller.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。破壊的な享楽はそのパーマネントのコントローラーに２点のダメージを与える。,"<i>""Stoke a fire hot enough and you'll never run out of things to burn."" <br/></i><br/></i>—Xenagos, the Reveler</i>","<i>「火を十分な熱さまで燃え上がらせれば、燃やせるものが絶えるようなことは無くなるだろ。」 <br/></i><br/></i>――歓楽者ゼナゴス</i>",Kev Walker,192,,,,,,,,,,THS,アンコモン,,
Dictate of Erebos,1,{3}{B}{B},Dictate of Erebos,,B,,エンチャント,,"Flash<br/>Whenever a creature you control dies, each opponent sacrifices a creature.",,,,,,,,,,,,,,Dictate of Erebos,エレボスの指図,"Flash<br/>Whenever a creature you control dies, each opponent sacrifices a creature.",瞬速<br/>あなたがコントロールするクリーチャーが１体死亡するたび、各対戦相手はそれぞれクリーチャーを１体生け贄に捧げる。,"<i>""I take no pleasure in your suffering, but it is necessary. Once you accept your fate you'll find eternity more tolerable.""</i>",<i>「お前の苦しむ様に悦楽など感じぬが、必要なことなのでな。自らの運命を受け入れるようになれば、永遠の時も少しは我慢できるものとなるだろう。」</i>,Michael C. Hayes,65,,,,,,,,,,JOU,レア,,
Dictate of Heliod,1,{3}{W}{W},Dictate of Heliod,,W,,エンチャント,,Flash<br/>Creatures you control get +2/+2.,,,,,,,,,,,,,,Dictate of Heliod,ヘリオッドの指図,Flash<br/>Creatures you control get +2/+2.,瞬速<br/>あなたがコントロールするクリーチャーは＋２/＋２の修整を受ける。,"<i>""In our war Heliod gave mortals some favor, yet other times he withheld aid. Are we still no more than game pieces to him?""</i><br/></i>—Polyxene the Doubter</i>","<i>「私達の戦争では、ヘリオッドは定命の者に恩恵を授けることも、助力を渋ることもありました。彼にとって、私達は遊戯のための駒に過ぎないのかしら？」 <br/></i><br/></i>――懐疑的なポリクシュネー</i>",Terese Nielsen,8,,,,,,,,,,JOU,レア,,
Dictate of Karametra,1,{3}{G}{G},Dictate of Karametra,,G,,エンチャント,,"Flash<br/>Whenever a player taps a land for mana, that player adds one mana to his or her mana pool of any type that land produced.",,,,,,,,,,,,,,Dictate of Karametra,ケイラメトラの指図,"Flash<br/>Whenever a player taps a land for mana, that player adds one mana to his or her mana pool of any type that land produced.",瞬速<br/>プレイヤー１人がマナを引き出す目的で土地を１つタップするたび、そのプレイヤーはその土地が生み出したいずれかのタイプのマナ１点を自分のマナ・プールに加える。,"<i>""I refuse to let the folly of mortals endanger the home I made for them.""</i>",<i>「定命の者の愚かさによって、私が彼らのために創りし家を脅威にさらすことは許さぬ。」</i>,Noah Bradley,121,,,,,,,,,,JOU,レア,,
Dictate of Kruphix,1,{1}{U}{U},Dictate of Kruphix,,U,,エンチャント,,"Flash<br/>At the beginning of each player's draw step, that player draws an additional card.",,,,,,,,,,,,,,Dictate of Kruphix,クルフィックスの指図,"Flash<br/>At the beginning of each player's draw step, that player draws an additional card.",瞬速<br/>各プレイヤーのドロー・ステップの開始時に、そのプレイヤーはカードを追加で１枚引く。,"<i>""Knowledge is cruel. It will break your heart and test your allegiances. Are you certain you want this curse?""</i>",<i>「知識は残酷である。それはお前の心を挫き、忠誠心を試すことになる。お前は本当にこの呪いを求めるのか？」</i>,Daarken,37,,,,,,,,,,JOU,レア,,
Dictate of the Twin Gods,1,{3}{R}{R},Dictate of the Twin Gods,,R,,エンチャント,,"Flash<br/>If a source would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.",,,,,,,,,,,,,,Dictate of the Twin Gods,双子神の指図,"Flash<br/>If a source would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.",瞬速<br/>いずれかの発生源がパーマネントまたはプレイヤーにダメージを与えるなら、代わりにそれはそのパーマネントまたはプレイヤーにその点数の２倍のダメージを与える。,<i>Iroas and Mogis are as different in appearance as they are in personality.</i>,<i>イロアスとモーギスは見た目だけでなく、その性格もまったく異なる。</i>,Jaime Jones,93,,,,,,,,,,JOU,レア,,
Disciple of Deceit,1,{U}{B},Disciple of Deceit,,UB,,クリーチャー,人間 ならず者,"Inspired — Whenever Disciple of Deceit becomes untapped, you may discard a nonland card. If you do, search your library for a card with the same converted mana cost as that card, reveal it, put it into your hand, then shuffle your library.",1,3,,,,,,,,,,,,Disciple of Deceit,欺瞞の信奉者,"Inspired — Whenever Disciple of Deceit becomes untapped, you may discard a nonland card. If you do, search your library for a card with the same converted mana cost as that card, reveal it, put it into your hand, then shuffle your library.",神啓 ― 欺瞞の信奉者がアンタップ状態になるたび、あなたは土地でないカードを１枚捨ててもよい。そうしたなら、あなたのライブラリーからそのカードと同じ点数で見たマナ・コストを持つカードを１枚探し、それを公開してあなたの手札に加え、その後あなたのライブラリーを切り直す。,,,Daarken,148,,,,,,,,,,JOU,アンコモン,,
Disciple of Phenax,1,{2}{B}{B},Disciple of Phenax,,B,,クリーチャー,人間 クレリック,"When Disciple of Phenax enters the battlefield, target player reveals a number of cards from his or her hand equal to your devotion to black. You choose one of them. That player discards that card. <i>(Each {B} in the mana costs of permanents you control counts toward your devotion to black.)</i>",1,3,,,,,,,,,,,,Disciple of Phenax,フィナックスの信奉者,"When Disciple of Phenax enters the battlefield, target player reveals a number of cards from his or her hand equal to your devotion to black. You choose one of them. That player discards that card. <i>(Each {B} in the mana costs of permanents you control counts toward your devotion to black.)</i>",フィナックスの信奉者が戦場に出たとき、プレイヤー１人を対象とする。そのプレイヤーは自分の手札から、あなたの黒への信心に等しい枚数のカードを公開する。あなたはそのうちの１枚を選ぶ。そのプレイヤーはそのカードを捨てる。（あなたの黒への信心は、あなたがコントロールするパーマネントのマナ・コストに含まれる{B}の総数に等しい。）,,,John Severin Brassell,84,,,,,,,,,,THS,コモン,,
Dissolve,1,{1}{U}{U},Dissolve,,U,,インスタント,,Counter target spell. Scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>,,,,,,,,,,,,,,Dissolve,解消,Counter target spell. Scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>,呪文１つを対象とし、それを打ち消す。占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）,"<i>""You thought only the gods could stop you?""</i>",<i>「お前を止めることができるのは神々だけ、とでも思ったのか？」</i>,Wesley Burt,47,,,,,,,,,,THS,アンコモン,,
Divination,1,{2}{U},Divination,,U,,ソーサリー,,Draw two cards.,,,,,,,,,,,,,,Divination,予言,Draw two cards.,カードを２枚引く。,"<i>""The key to unlocking this puzzle is within you.""</i><br/></i>—Doriel, mentor of Mistral Isle</i>",<i>「この謎を解く鍵はお前の中にある。」</i><br/></i>――北風島の導師、ドリエル</i>,Howard Lyon,49,,,,,,,,,,M10,コモン,,
Divination,1,{2}{U},Divination,,U,,ソーサリー,,Draw two cards.,,,,,,,,,,,,,,Divination,予言,Draw two cards.,カードを２枚引く。,"<i>""The key to unlocking this puzzle is within you.""</i><br/></i>—Doriel, mentor of Mistral Isle</i>",<i>「この謎を解く鍵はお前の中にある。」</i><br/></i>――北風島の導師、ドリエル</i>,Howard Lyon,50,,,,,,,,,,M12,コモン,,
Divination,1,{2}{U},Divination,,U,,ソーサリー,,Draw two cards.,,,,,,,,,,,,,,Divination,予言,Draw two cards.,カードを２枚引く。,"<i>""The key to unlocking this puzzle is within you.""</i><br/></i>—Doriel, mentor of Mistral Isle</i>",<i>「この謎を解く鍵はお前の中にある。」――北風島の導師、ドリエル</i>,Howard Lyon,47,,,,,,,,,,M13,コモン,,
